Rk,Player,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
,,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
Column1,Column2,,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33
318,Brock Wright,370,DET,TE,26,17,8,0,0,0,0,0,0,0,,0,16,13,100,7.69,2,0,0,2,,,22,35,38,28.5,,52,
334,Stone Smartt,330,LAC,TE,26,15,2,0,0,0,0,0,0,0,,0,19,16,208,13,0,1,1,0,,,19,34.8,38.8,26.8,,57,
344,Luke McCaffrey,0,WAS,WR,23,17,4,0,0,0,0,0,0,0,,0,24,18,168,9.33,0,0,0,0,,,17,34.8,37.8,25.8,,134,
307,Payne Durham,438,TAM,TE,24,16,6,0,0,0,0,0,0,0,,0,14,11,115,10.45,2,1,0,2,,,24,34.5,37.5,29,,51,
335,Cade Stover,0,HOU,TE,24,15,9,0,0,0,0,0,0,0,,0,22,15,133,8.87,1,0,0,1,,,19,34.3,37.3,26.8,,56,
354,Lucas Krull,357,DEN,TE,26,13,2,0,0,0,0,0,0,0,,0,23,19,152,8,0,0,0,0,,,15,34.2,37.2,24.7,,65,
293,Blake Corum,0,LAR,RB,24,17,1,0,0,0,0,0,58,207,3.57,0,8,7,58,8.29,0,0,0,0,,,27,33.5,36.5,30,,81,
320,Mecole Hardman,398,KAN,WR,26,12,0,0,0,0,0,0,5,62,12.4,1,14,12,90,7.5,0,0,0,1,,,21,33.2,33.2,27.2,,127,
285,Hassan Haskins,0,LAC,RB,25,17,0,0,0,0,0,0,34,89,2.62,2,3,3,49,16.33,1,1,1,3,,,30,32.8,33.8,31.3,,76,
291,Kimani Vidal,0,LAC,RB,23,10,0,0,0,0,0,0,43,155,3.6,0,9,5,62,12.4,1,1,0,1,,,28,32.7,35.7,30.2,,78,
319,Mo Alie-Cox,256,IND,TE,31,17,13,0,0,0,0,0,0,0,,0,22,12,147,12.25,1,0,0,1,,,21,32.7,35.7,26.7,,53,
322,Ja'Lynn Polk,0,NWE,WR,22,15,7,0,0,0,0,0,1,0,0,0,33,12,87,7.25,2,0,0,2,,,21,32.7,32.7,26.7,,128,
295,D'Onta Foreman,147,CLE,RB,28,11,3,0,0,0,0,0,71,232,3.27,0,8,6,54,9,0,2,1,0,,,27,32.6,36.6,29.6,,80,
337,Kylen Granson,229,IND,TE,26,17,6,0,0,0,0,0,0,0,,0,31,14,182,13,0,0,0,0,,,18,32.2,35.2,25.2,,59,
357,Jonathan Mingo,233,2TM,WR,23,17,6,0,0,0,0,0,2,5,2.5,0,42,17,167,9.82,0,1,1,0,,,15,32.2,36.2,23.7,,137,
301,KhaDarel Hodge,321,ATL,WR,29,17,2,0,0,0,0,0,0,0,,0,12,7,131,18.71,1,0,0,2,,,25,32.1,35.1,28.6,,121,
326,Dante Pettis,0,NOR,WR,29,8,0,0,0,0,0,0,0,0,,0,28,12,120,10,1,0,0,1,1,,20,32,35,26,,129,
315,Malik Heath,341,GNB,WR,24,13,1,0,0,0,0,0,0,0,,0,13,10,97,9.7,2,0,0,2,,,22,31.7,31.7,26.7,,126,
280,Chris Rodriguez,260,WAS,RB,24,9,0,0,0,0,0,0,35,173,4.94,2,1,1,12,12,0,0,0,2,,,31,31.5,34.5,31,,75,
316,Khalil Herbert,133,2TM,RB,26,14,1,0,0,0,0,0,36,130,3.61,1,11,10,25,2.5,0,1,0,1,,,22,31.5,34.5,26.5,,89,
277,Joshua Dobbs,84,SFO,QB,29,2,1,32,47,361,2,2,9,24,2.67,2,0,0,0,,0,2,1,2,,,31,30.8,36.8,32.8,,48,
296,Patrick Taylor,344,SFO,RB,26,13,1,0,0,0,0,0,39,183,4.69,1,11,3,25,8.33,0,0,0,1,,,27,29.8,32.8,28.3,,79,
341,Jake Bobo,243,SEA,WR,26,17,3,0,0,0,0,0,0,0,,0,17,13,107,8.23,1,0,0,1,,,17,29.7,32.7,23.2,,135,
313,Zamir White,199,LVR,RB,25,8,5,0,0,0,0,0,65,183,2.82,1,8,6,30,5,0,2,2,1,,,23,29.3,34.3,26.3,,87,
328,Michael Burton,453,DEN,FB,32,17,2,0,0,0,0,0,7,8,1.14,1,10,10,65,6.5,1,0,0,2,,,19,29.3,29.3,24.3,,93,
309,Kendre Miller,269,NOR,RB,22,6,2,0,0,0,0,0,39,148,3.79,1,8,5,33,6.6,0,0,0,1,,,24,29.1,32.1,26.6,,84,
289,Tanner McKee,0,PHI,QB,24,2,1,30,45,323,4,0,5,-1,-0.2,0,0,0,0,,0,0,0,0,,,29,28.8,31.8,28.8,,49,
329,Jamycal Hasty,562,NWE,RB,28,15,0,0,0,0,0,0,20,69,3.45,0,12,10,59,5.9,1,0,0,1,,,19,28.8,28.8,23.8,,94,
378,Jeremy Ruckert,367,NYJ,TE,24,17,9,0,0,0,0,0,0,0,,0,28,18,105,5.83,0,0,0,0,,,11,28.5,31.5,19.5,,69,
314,Ty Chandler,146,MIN,RB,26,17,0,0,0,0,0,0,56,182,3.25,0,6,6,42,7,0,0,0,0,,,22,28.4,31.4,25.4,,88,
331,Charlie Kolar,364,BAL,TE,25,13,3,0,0,0,0,0,1,2,2,0,11,9,131,14.56,1,0,0,1,,,19,28.3,31.3,23.8,,55,
321,Sincere McCormick,0,LVR,RB,24,5,2,0,0,0,0,0,39,183,4.69,0,7,6,29,4.83,0,0,0,0,,,21,27.2,30.2,24.2,,90,
349,Kevin Austin,0,NOR,WR,24,8,2,0,0,0,0,0,1,9,9,0,22,11,151,13.73,0,1,0,0,,,16,27,30,21.5,,136,
355,Hunter Luepke,410,DAL,RB,24,16,4,0,0,0,0,0,12,38,3.17,0,16,12,111,9.25,0,0,0,0,,,15,26.9,29.9,20.9,,99,
338,Bub Means,0,NOR,WR,23,7,1,0,0,0,0,0,0,0,,0,15,9,118,13.11,1,0,0,1,,,18,26.8,29.8,22.3,,131,
310,Jaylen Wright,0,MIA,RB,21,15,1,0,0,0,0,0,68,249,3.66,0,6,3,8,2.67,0,1,1,0,,,24,26.7,30.7,25.2,,86,
351,Eric Saubert,518,SFO,TE,30,17,3,0,0,0,0,0,0,0,,0,14,11,97,8.82,1,1,0,1,,,16,26.7,26.7,21.2,,63,
330,Tyler Higbee,188,LAR,TE,31,3,3,0,0,0,0,0,0,0,,0,12,8,66,8.25,2,0,0,2,,,19,26.6,26.6,22.6,,58,
363,Daniel Bellinger,292,NYG,TE,24,17,8,0,0,0,0,0,0,0,,0,17,14,125,8.93,0,0,0,0,,,13,26.5,29.5,19.5,,66,
353,Alec Ingold,0,MIA,FB,28,15,10,0,0,0,0,0,10,17,1.7,1,12,11,96,8.73,0,2,1,1,,,15,26.3,27.3,20.8,,98,
342,Jamison Crowder,336,WAS,WR,31,6,1,0,0,0,0,0,0,0,,0,13,9,72,8,2,2,1,2,,,17,26.2,27.2,21.7,,132,
360,Jordan Mims,590,NOR,RB,25,11,0,0,0,0,0,0,20,70,3.5,0,18,12,71,5.92,0,0,0,0,,,14,26.1,26.1,20.1,,101,
345,Andrew Ogletree,287,IND,TE,26,17,6,0,0,0,0,0,0,0,,0,14,9,109,12.11,1,0,0,1,,,17,25.9,28.9,21.4,,60,
303,Kenny Pickett,115,PHI,QB,26,5,1,25,42,291,2,1,9,15,1.67,1,0,0,0,,0,1,0,1,,,25,25.1,26.1,26.1,,50,
347,Carson Steele,0,KAN,RB,22,17,3,0,0,0,0,0,56,183,3.27,0,11,7,26,3.71,0,3,2,0,,,17,23.9,28.9,20.4,,97,
388,Mason Tipton,0,NOR,WR,24,11,1,0,0,0,0,0,0,0,,0,26,14,99,7.07,0,0,0,0,,,10,23.9,23.9,16.9,,148,
369,Xavier Hutchinson,373,HOU,WR,24,16,3,0,0,0,0,0,0,0,,0,26,12,117,9.75,0,0,0,0,,,12,23.7,26.7,17.7,,142,
356,Bo Melton,276,GNB,WR,25,17,0,0,0,0,0,0,8,54,6.75,0,17,8,91,11.38,0,0,0,0,,,15,22.5,22.5,18.5,,138,
332,Kenny McIntosh,584,SEA,RB,24,17,0,0,0,0,0,0,31,172,5.55,0,4,3,22,7.33,0,0,0,0,,,19,22.4,25.4,20.9,,92,
362,Trent Sherfield,368,MIN,WR,28,17,1,0,0,0,0,0,0,0,,0,9,8,83,10.38,1,0,0,1,,,14,22.3,22.3,18.3,,139,
383,Julian Hill,468,MIA,TE,24,16,11,0,0,0,0,0,0,0,,0,19,12,100,8.33,0,1,0,0,,,10,22,25,16,,71,
317,Desmond Ridder,86,LVR,QB,25,6,1,52,85,458,2,2,9,36,4,0,0,0,0,,0,3,2,0,,,22,21.9,28.9,23.9,,51,
370,Rakim Jarrett,440,TAM,WR,23,10,2,0,0,0,0,0,0,0,,0,11,9,124,13.78,0,0,0,0,,,12,21.4,24.4,16.9,,141,
336,DeeJay Dallas,483,ARI,RB,26,17,0,0,0,0,0,0,9,49,5.44,0,3,3,11,3.67,1,1,0,2,,,18,21,21,19.5,,95,
339,Craig Reynolds,310,DET,RB,28,17,0,0,0,0,0,0,31,139,4.48,0,5,3,40,13.33,0,1,0,0,,,18,20.9,23.9,19.4,,96,
327,Tyrod Taylor,139,NYJ,QB,35,2,0,17,22,119,3,0,3,13,4.33,0,0,0,0,,0,1,0,0,,1,20,20.1,20.1,20.1,,52,
324,Jimmy Garoppolo,183,LAR,QB,33,1,1,27,41,334,2,1,2,5,2.5,0,0,0,0,,0,0,0,0,,,20,19.9,23.9,20.9,,53,
333,Joe Milton,0,NWE,QB,24,1,0,22,29,241,1,0,10,16,1.6,1,0,0,0,,0,1,1,1,,,19,19.2,20.2,19.2,,54,
343,Ashton Dulin,0,IND,WR,27,15,2,0,0,0,0,0,5,45,9,0,8,2,67,33.5,1,0,0,1,,,17,19.2,19.2,18.2,,133,
402,Devin Duvernay,465,JAX,WR,27,13,1,0,0,0,0,0,4,3,0.75,0,16,11,79,7.18,0,1,0,0,,,8,19.2,19.2,13.7,,156,
372,K.J. Osborn,167,2TM,WR,27,8,4,0,0,0,0,0,0,0,,0,18,7,57,8.14,1,0,0,1,,,12,18.7,18.7,15.2,,143,
414,Luke Farrell,356,JAX,TE,27,17,8,0,0,0,0,0,0,0,,0,17,12,67,5.58,0,0,0,0,,,7,18.7,18.7,12.7,,80,
367,Ronnie Rivers,366,LAR,RB,25,17,0,0,0,0,0,0,22,99,4.5,0,6,5,34,6.8,0,0,0,0,,,13,18.3,18.3,15.8,,102,
403,Ryan Flournoy,0,DAL,WR,25,11,1,0,0,0,0,0,0,0,,0,14,10,102,10.2,0,1,1,0,,,8,18.2,22.2,13.2,,157,
390,Marquise Brown,141,KAN,WR,27,2,1,0,0,0,0,0,0,0,,0,15,9,91,10.11,0,0,0,0,,,9,18.1,18.1,13.6,,151,
398,Brevyn Spann-Ford,0,DAL,TE,25,17,0,0,0,0,0,0,0,0,,0,14,9,88,9.78,0,0,0,0,,,9,17.8,17.8,13.3,,77,
379,Ainias Smith,0,PHI,WR,23,7,1,0,0,0,0,0,2,6,3,0,9,7,41,5.86,1,0,0,1,,,11,17.7,17.7,14.2,,146,
391,Harrison Bryant,299,LVR,TE,26,13,3,0,0,0,0,0,0,0,,0,12,9,86,9.56,0,0,0,0,,,9,17.6,17.6,13.1,,78,
415,Eric Gray,431,NYG,RB,25,17,0,0,0,0,0,0,14,31,2.21,0,11,10,82,8.2,0,3,2,0,,,7,17.3,19.3,12.3,,110,
361,Patrick Ricard,400,BAL,FB,30,17,6,0,0,0,0,0,0,0,,0,5,3,22,7.33,1,0,0,2,,,14,17.2,17.2,15.7,,100,
380,Blake Whiteheart,618,CLE,TE,24,11,2,0,0,0,0,0,0,0,,0,9,6,51,8.5,1,0,0,1,,,11,17.1,17.1,14.1,,67,
376,Simi Fehoko,430,LAC,WR,27,8,2,0,0,0,0,0,0,0,,0,16,6,106,17.67,0,0,0,0,,,11,16.6,19.6,13.6,,147,
405,Zay Jones,227,ARI,WR,29,11,2,0,0,0,0,0,0,0,,0,11,8,84,10.5,0,0,0,0,,,8,16.4,16.4,12.4,,155,
382,Connor Heyward,351,PIT,TE,25,17,5,0,0,0,0,0,0,0,,0,8,6,40,6.67,1,0,0,1,,,10,16,16,13,,70,
387,MyCole Pruitt,353,PIT,TE,32,12,5,0,0,0,0,0,0,0,,0,10,6,40,6.67,1,0,0,1,,,10,16,16,13,,72,
352,Dorian Thompson-Robinson,331,CLE,QB,25,7,2,61,118,440,0,6,21,122,5.81,0,0,0,0,,0,3,1,0,,,16,15.8,28.8,21.8,,55,
373,Will Shipley,0,PHI,RB,22,16,1,0,0,0,0,0,30,82,2.73,0,4,4,35,8.75,0,0,0,0,,,12,15.7,15.7,13.7,,103,
381,Kenny Yeboah,479,NYJ,TE,26,9,1,0,0,0,0,0,0,0,,0,8,5,47,9.4,1,0,0,1,,,11,15.7,15.7,13.2,,68,
386,Bryce Oliver,0,TEN,WR,24,10,1,0,0,0,0,0,0,0,,0,9,6,95,15.83,0,0,0,0,,,10,15.5,15.5,12.5,,150,
358,Mitchell Trubisky,217,BUF,QB,30,9,0,19,26,179,2,0,17,1,0.06,0,0,0,0,,0,1,0,0,,,15,15.3,15.3,15.3,,56,
416,Hayden Hurst,314,LAC,TE,31,9,2,0,0,0,0,0,0,0,,0,13,8,73,9.13,0,0,0,0,,,7,15.3,15.3,11.3,,79,
392,Parris Campbell,404,PHI,WR,27,5,0,0,0,0,0,0,0,0,,0,8,6,30,5,1,0,0,1,,,9,15,15,12,,153,
389,Johnny Wilson,0,PHI,WR,23,16,4,0,0,0,0,0,0,0,,0,15,5,38,7.6,1,0,0,1,,,10,14.8,14.8,12.3,,149,
374,Jermaine Burton,0,CIN,WR,23,14,1,0,0,0,0,0,0,0,,0,14,4,107,26.75,0,0,0,0,,,11,14.7,17.7,12.7,,145,
406,Jalen Reagor,329,LAC,WR,25,8,2,0,0,0,0,0,3,-3,-1,0,12,7,100,14.29,0,1,1,0,,,8,14.7,18.7,11.2,,160,
385,Quintin Morris,417,BUF,TE,25,16,3,0,0,0,0,0,0,0,,0,8,5,36,7.2,1,0,0,1,,,10,14.6,14.6,12.1,,73,
426,Odell Beckham Jr.,161,MIA,WR,32,9,0,0,0,0,0,0,0,0,,0,18,9,55,6.11,0,0,0,0,,,6,14.5,14.5,10,,171,
404,Xavier Gipson,244,NYJ,WR,23,17,0,0,0,0,0,0,1,5,5,0,10,6,39,6.5,1,4,1,1,,,8,14.4,15.4,11.4,,154,
425,John Bates,362,WAS,TE,27,17,6,0,0,0,0,0,0,0,,0,13,8,84,10.5,0,1,1,0,,,6,14.4,15.4,10.4,,82,
441,Durham Smythe,252,MIA,TE,29,17,4,0,0,0,0,0,0,0,,0,17,9,53,5.89,0,0,0,0,,,5,14.3,14.3,9.8,,84,
427,Jalin Hyatt,249,NYG,WR,23,16,3,0,0,0,0,0,0,0,,0,19,8,62,7.75,0,0,0,0,,,6,14.2,14.2,10.2,,168,
436,DeAndre Carter,437,CHI,WR,31,13,0,0,0,0,0,0,0,0,,0,14,9,72,8,0,1,1,0,,,5,14.2,15.2,9.7,,172,
419,Brandon Powell,246,MIN,WR,29,17,1,0,0,0,0,0,0,0,,0,10,7,71,10.14,0,1,0,0,,,7,14.1,14.1,10.6,,162,
359,Tim Boyle,396,2TM,QB,30,3,0,27,50,276,1,1,3,9,3,0,0,0,0,,0,0,0,0,,,14,13.9,14.9,14.9,,57,
368,Tyrell Shavers,0,BUF,WR,25,3,0,0,0,0,0,0,0,0,,0,1,1,69,69,1,0,0,1,,,13,13.9,13.9,13.4,,140,
394,Devin Culp,0,TAM,TE,24,5,0,0,0,0,0,0,0,0,,0,6,5,88,17.6,0,0,0,0,,,9,13.8,13.8,11.3,,75,
397,Ben Sinnott,0,WAS,TE,22,17,2,0,0,0,0,0,0,0,,0,5,5,28,5.6,1,0,0,1,,,9,13.8,13.8,11.3,,76,
401,Chris Conley,428,SFO,WR,32,15,2,0,0,0,0,0,0,0,,0,12,6,76,12.67,0,0,0,0,,,8,13.6,13.6,10.6,,161,
412,River Cracraft,345,MIA,WR,30,8,0,0,0,0,0,0,0,0,,0,9,7,66,9.43,0,0,0,0,,,7,13.6,13.6,10.1,,166,
364,Tommy DeVito,132,NYG,QB,26,3,2,31,44,257,0,0,8,32,4,0,0,0,0,,0,0,0,0,,,13,13.5,13.5,13.5,,58,
395,C.J. Ham,0,MIN,FB,31,17,3,0,0,0,0,0,2,10,5,1,6,5,35,7,0,1,1,1,,,9,13.5,14.5,11,,107,
421,Michael Woods II,0,CLE,WR,24,5,2,0,0,0,0,0,0,0,,0,17,7,65,9.29,0,0,0,0,,,7,13.5,13.5,10,,167,
375,Julius Chestnut,539,TEN,RB,24,17,0,0,0,0,0,0,22,102,4.64,0,3,2,11,5.5,0,0,0,0,,,11,13.3,16.3,12.3,,105,
365,Jake Haener,0,NOR,QB,25,8,1,18,39,226,1,1,11,22,2,0,0,0,0,,0,0,0,0,,,13,13.2,14.2,14.2,,59,
393,DJ Chark,143,LAC,WR,28,7,0,0,0,0,0,0,0,0,,0,10,4,31,7.75,1,0,0,1,,,9,13.1,13.1,11.1,,152,
428,Hunter Long,580,LAR,TE,26,17,2,0,0,0,0,0,0,0,,0,9,7,60,8.57,0,0,0,0,,,6,13,13,9.5,,83,
366,Trey Lance,0,DAL,QB,24,4,1,25,41,266,0,1,11,41,3.73,0,0,0,0,,0,0,0,0,,,13,12.7,13.7,13.7,,60,
435,Pharaoh Brown,298,SEA,TE,30,15,7,0,0,0,0,0,0,0,,0,12,8,65,8.13,0,1,1,0,,,5,12.5,13.5,8.5,,87,
396,Chris Manhertz,492,NYG,TE,32,17,11,0,0,0,0,0,0,0,,0,4,3,30,10,1,0,0,1,,,9,12,12,10.5,,74,
377,Tay Martin,581,TEN,WR,27,1,0,0,0,0,0,0,0,0,,0,2,1,49,49,1,0,0,1,,,11,11.9,11.9,11.4,,144,
418,Scott Miller,281,PIT,WR,27,13,1,0,0,0,0,0,0,0,,0,9,5,69,13.8,0,0,0,0,,,7,11.9,11.9,9.4,,163,
420,Ben Skowronek,377,PIT,WR,27,10,1,0,0,0,0,0,0,0,,0,5,5,69,13.8,0,0,0,0,,,7,11.9,11.9,9.4,,164,
399,Deuce Vaughn,424,DAL,RB,23,7,0,0,0,0,0,0,17,70,4.12,0,5,3,18,6,0,0,0,0,,,9,11.8,11.8,10.3,,106,
445,Charlie Woerner,478,ATL,TE,27,16,5,0,0,0,0,0,0,0,,0,12,7,46,6.57,0,0,0,0,,,5,11.6,11.6,8.1,,86,
450,Gerald Everett,196,CHI,TE,30,17,4,0,0,0,0,0,0,0,,0,13,8,36,4.5,0,0,0,0,,,4,11.6,11.6,7.6,,93,
371,Tony Jones,307,ARI,RB,27,1,0,0,0,0,0,0,4,55,13.75,1,0,0,0,,0,0,0,1,,,12,11.5,11.5,11.5,,104,
439,Luke Musgrave,238,GNB,TE,24,7,3,0,0,0,0,0,0,0,,0,10,7,45,6.43,0,0,0,0,,,5,11.5,11.5,8,,88,
451,Tucker Fisk,506,LAC,TE,25,9,5,0,0,0,0,0,0,0,,0,8,7,39,5.57,0,0,0,0,,,4,10.9,10.9,7.4,,91,
411,Jacob Cowing,0,SFO,WR,23,15,0,0,0,0,0,0,1,7,7,0,6,4,80,20,0,2,1,0,,,7,10.7,11.7,8.7,,165,
431,Laviska Shenault Jr.,390,2TM,WR,26,12,2,0,0,0,0,0,1,1,1,0,5,5,36,7.2,0,2,2,1,,,6,10.7,12.7,8.2,,170,
410,Jeff Wilson,290,MIA,RB,29,9,0,0,0,0,0,0,16,57,3.56,0,3,3,19,6.33,0,0,0,0,,,8,10.6,10.6,9.1,,109,
464,Britain Covey,456,PHI,WR,27,5,1,0,0,0,0,0,0,0,,0,8,7,34,4.86,0,0,0,0,,,3,10.4,10.4,6.9,,183,
437,Peyton Hendershot,458,KAN,TE,25,7,1,0,0,0,0,0,0,0,,0,5,5,51,10.2,0,0,0,0,,,5,10.1,10.1,7.6,,85,
413,Clyde Edwards-Helaire,210,NOR,RB,25,2,0,0,0,0,0,0,13,46,3.54,0,5,3,24,8,0,0,0,0,,,7,10,10,8.5,,111,
446,Davis Allen,355,LAR,TE,23,15,5,0,0,0,0,0,0,0,,0,13,6,39,6.5,0,0,0,0,,,4,9.9,9.9,6.9,,90,
409,Kristian Wilkerson,619,LVR,WR,27,3,0,0,0,0,0,0,0,0,,0,3,2,18,9,1,0,0,1,,,8,9.8,9.8,8.8,,159,
455,Tip Reiman,0,ARI,TE,23,17,9,0,0,0,0,0,0,0,,0,7,6,37,6.17,0,0,0,0,,,4,9.7,9.7,6.7,,92,
384,Davis Mills,347,HOU,QB,26,4,0,20,36,212,0,0,3,11,3.67,0,0,0,0,,0,0,0,0,,,10,9.6,9.6,9.6,,61,
424,Tyler Badie,0,DEN,RB,24,3,0,0,0,0,0,0,11,86,7.82,0,3,3,-2,-0.67,0,1,1,0,,,6,9.4,10.4,7.9,,112,
408,Devontez Walker,0,BAL,WR,23,9,0,0,0,0,0,0,0,0,,0,3,1,21,21,1,0,0,1,,,8,9.1,9.1,8.6,,158,
442,Tyquan Thornton,378,NWE,WR,24,6,1,0,0,0,0,0,0,0,,0,8,4,47,11.75,0,0,0,0,,,5,8.7,8.7,6.7,,174,
456,Ben Sims,422,GNB,TE,24,17,5,0,0,0,0,0,0,0,,0,5,4,42,10.5,0,0,0,0,,,4,8.2,8.2,6.2,,89,
443,Sione Vaki,0,DET,RB,23,16,0,0,0,0,0,0,6,14,2.33,0,3,3,37,12.33,0,0,0,0,,,5,8.1,8.1,6.6,,115,
400,Raheem Blackshear,394,CAR,RB,25,16,1,0,0,0,0,0,15,80,5.33,0,0,0,0,,0,2,0,0,,,8,8,8,8,,108,
407,Skylar Thompson,0,MIA,QB,27,3,1,21,33,187,0,0,1,4,4,0,0,0,0,,0,2,0,0,,,8,7.9,7.9,7.9,,62,
465,Greg Dulcich,464,2TM,TE,24,9,3,0,0,0,0,0,0,0,,0,12,5,28,5.6,0,0,0,0,,,3,7.8,7.8,5.3,,95,
466,Cam Grandy,0,CIN,TE,24,8,6,0,0,0,0,0,0,0,,0,5,5,28,5.6,0,0,0,0,,,3,7.8,7.8,5.3,,96,
417,E.J. Jenkins,0,PHI,TE,26,8,0,0,0,0,0,0,0,0,,0,2,1,7,7,1,0,0,1,,,7,7.7,7.7,7.2,,81,
434,Jonathon Brooks,0,CAR,RB,21,3,1,0,0,0,0,0,9,22,2.44,0,3,3,23,7.67,0,0,0,0,,,5,7.5,7.5,6,,117,
447,Treylon Burks,312,TEN,WR,24,5,2,0,0,0,0,0,2,1,0.5,0,8,4,34,8.5,0,0,0,0,,,4,7.5,7.5,5.5,,182,
449,D'Wayne Eskridge,504,MIA,WR,27,6,0,0,0,0,0,0,0,0,,0,3,3,44,14.67,0,0,0,0,,,4,7.4,7.4,5.9,,176,
452,Tim Jones,420,JAX,WR,26,17,0,0,0,0,0,0,0,0,,0,5,3,41,13.67,0,0,0,0,,,4,7.1,7.1,5.6,,179,
454,Terrace Marshall Jr.,375,LVR,WR,24,7,1,0,0,0,0,0,0,0,,0,6,3,41,13.67,0,0,0,0,,,4,7.1,7.1,5.6,,180,
422,Bailey Zappe,175,CLE,QB,25,1,1,16,31,170,1,2,2,2,1,0,0,0,0,,0,0,0,0,,,7,7,9,9,,63,
472,Will Mallory,335,IND,TE,25,10,0,0,0,0,0,0,0,0,,0,8,4,29,7.25,0,0,0,0,,,3,6.9,6.9,4.9,,94,
429,Keaton Mitchell,192,BAL,RB,22,5,0,0,0,0,0,0,15,30,2,0,1,1,28,28,0,0,0,0,,,6,6.8,6.8,6.3,,114,
440,Nikko Remigio,0,KAN,WR,25,5,1,0,0,0,0,0,0,0,,0,6,2,48,24,0,1,0,0,,,5,6.8,6.8,5.8,,173,
448,Dan Chisena,540,CAR,WR,27,6,0,0,0,0,0,0,0,0,,0,4,3,37,12.33,0,0,0,0,,,4,6.7,6.7,5.2,,181,
475,Deven Thompkins,348,CAR,WR,25,7,0,0,0,0,0,0,2,7,3.5,0,4,4,20,5,0,0,0,0,,,3,6.7,6.7,4.7,,187,
423,Brandon Allen,0,SFO,QB,32,3,1,17,30,199,1,2,3,4,1.33,0,0,0,0,,0,2,1,0,,,6,6.4,9.4,8.4,,64,
458,J.J. Taylor,0,HOU,RB,26,5,0,0,0,0,0,0,10,44,4.4,0,3,2,0,0,0,0,0,0,,,4,6.4,6.4,5.4,,118,
459,Cody White,0,SEA,WR,26,4,0,0,0,0,0,0,0,0,,0,3,2,44,22,0,0,0,0,,,4,6.4,6.4,5.4,,177,
468,Travis Homer,565,CHI,RB,26,10,0,0,0,0,0,0,6,23,3.83,0,3,3,11,3.67,0,0,0,0,,,3,6.4,6.4,4.9,,120,
457,Xavier Smith,0,LAR,WR,27,15,0,0,0,0,0,0,4,36,9,0,2,2,6,3,0,0,0,0,,,4,6.2,6.2,5.2,,178,
461,Alex Bachman,0,LVR,WR,28,6,1,0,0,0,0,0,0,0,,0,3,3,31,10.33,0,0,0,0,,,3,6.1,6.1,4.6,,184,
430,Kene Nwangwu,515,NYJ,RB,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,1,,,6,6,6,6,,113,
432,Ihmir Smith-Marsette,311,NYG,WR,25,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,1,,,6,6,6,6,,169,
474,Allen Robinson,283,DET,WR,31,12,0,0,0,0,0,0,0,0,,0,7,3,30,10,0,0,0,0,,,3,6,6,4.5,,185,
433,Mike Boone,0,CAR,RB,29,6,0,0,0,0,0,0,13,51,3.92,0,3,1,-2,-2,0,0,0,0,,,5,5.9,5.9,5.4,,116,
462,David Bell,262,CLE,WR,24,1,0,0,0,0,0,0,0,0,,0,3,3,27,9,0,0,0,0,,,3,5.7,5.7,4.2,,186,
438,Charlie Jones,374,CIN,WR,26,8,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,2,1,1,,,5,5.5,6.5,5,,175,
480,Malachi Corley,0,NYJ,WR,22,9,1,0,0,0,0,0,2,26,13,0,6,3,16,5.33,0,1,1,0,,,2,5.2,6.2,3.7,,190,
488,Jamari Thrash,0,CLE,WR,24,9,0,0,0,0,0,0,0,0,,0,7,3,22,7.33,0,0,0,0,,,2,5.2,5.2,3.7,,191,
482,Dallin Holker,0,NOR,TE,24,12,2,0,0,0,0,0,0,0,,0,4,3,21,7,0,0,0,0,,,2,5.1,5.1,3.6,,98,
453,Jacob Kibodi,0,CLE,RB,26,1,0,0,0,0,0,0,5,24,4.8,0,3,1,15,15,0,0,0,0,,,4,4.9,4.9,4.4,,119,
444,Carson Wentz,296,KAN,QB,32,3,1,12,19,118,0,0,3,0,0,0,0,0,0,,0,0,0,0,,,5,4.7,4.7,4.7,,65,
479,Tanner Conner,542,MIA,TE,26,8,1,0,0,0,0,0,0,0,,0,4,3,16,5.33,0,0,0,0,,,2,4.6,4.6,3.1,,100,
483,Trenton Irwin,245,CIN,WR,29,7,2,0,0,0,0,0,0,0,,0,10,3,15,5,0,0,0,0,,,2,4.5,4.5,3,,196,
