Rk,Player,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
,,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
Column1,Column2,,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33
142,Allen Lazard,250,NYJ,WR,29,12,10,0,1,0,0,0,0,0,,0,60,37,530,14.32,6,0,0,6,,,89,126,129,107.5,,55,
146,Ameer Abdullah,326,LVR,RB,31,16,3,0,0,0,0,0,66,311,4.71,2,47,40,261,6.53,3,2,1,5,,,85,125.2,132.2,105.2,,41,
171,Xavier Legette,0,CAR,WR,23,16,13,0,0,0,0,0,6,24,4,0,84,49,497,10.14,4,0,0,4,,,76,125.1,128.1,100.6,,68,
168,Michael Wilson,154,ARI,WR,24,16,13,0,0,0,0,0,1,7,7,0,71,47,548,11.66,4,1,1,4,,,78,124.5,128.5,101,,66,
145,Jaylen Warren,98,PIT,RB,26,15,0,0,0,0,0,0,120,511,4.26,1,47,38,310,8.16,0,2,1,1,,,86,124.1,131.1,105.1,,40,
156,Isaiah Likely,169,BAL,TE,24,16,9,0,0,0,0,0,0,0,,0,58,42,477,11.36,6,1,1,6,,,82,123.7,127.7,102.7,,13,
133,Demarcus Robinson,193,LAR,WR,30,17,17,0,0,0,0,0,0,0,,0,64,31,505,16.29,7,0,0,7,,,93,123.5,126.5,108,,47,
178,Juwan Johnson,191,NOR,TE,28,17,5,0,0,0,0,0,0,0,,0,66,50,548,10.96,3,2,0,3,,,73,122.8,125.8,97.8,,20,
163,Amari Cooper,42,2TM,WR,30,14,10,0,0,0,0,0,0,0,,0,85,44,547,12.43,4,0,0,4,,,79,122.7,125.7,100.7,,64,
162,Kayshon Boutte,481,NWE,WR,22,15,13,0,0,0,0,0,0,0,,0,68,43,589,13.7,3,0,0,3,1,,79,121.9,124.9,100.4,,63,
174,Stefon Diggs,29,HOU,WR,31,8,8,1,1,13,0,0,3,8,2.67,1,64,47,496,10.55,3,0,0,4,,,75,121.9,124.9,98.4,,70,
184,Tyler Conklin,187,NYJ,TE,29,16,15,0,0,0,0,0,1,0,0,0,72,51,449,8.8,4,0,0,4,1,,71,121.9,124.9,96.4,,22,
182,Tyler Lockett,107,SEA,WR,32,17,14,0,0,0,0,0,0,0,,0,74,49,600,12.24,2,0,0,2,,,72,121,124,96.5,,72,
205,Elijah Moore,163,CLE,WR,24,17,13,0,0,0,0,0,1,1,1,0,102,61,538,8.82,1,0,0,1,,,60,120.9,123.9,90.4,,83,
179,Cole Kmet,46,CHI,TE,25,17,16,0,0,0,0,0,0,0,,0,55,47,474,10.09,4,0,0,4,1,,73,120.4,123.4,96.9,,18,
107,Will Levis,125,TEN,QB,25,12,12,190,301,2091,13,12,45,183,4.07,0,0,0,0,,0,10,6,0,,1,120,119.9,143.9,131.9,,30,
150,Andrei Iosivas,259,CIN,WR,25,17,8,0,0,0,0,0,0,0,,0,61,36,479,13.31,6,0,0,6,,,84,119.9,122.9,101.9,,58,
108,Justin Fields,82,PIT,QB,25,10,6,106,161,1106,5,1,62,289,4.66,5,0,0,0,,0,6,1,5,,,119,119.1,127.1,120.1,,31,
153,Calvin Austin III,257,PIT,WR,25,17,8,0,0,0,0,0,0,0,,0,58,36,548,15.22,4,1,1,5,,,83,118.8,122.8,100.8,,59,
194,Dalton Schultz,67,HOU,TE,28,17,13,0,0,0,0,0,0,0,,0,85,53,532,10.04,2,0,0,2,,,65,118.2,121.2,91.7,,23,
109,Dak Prescott,8,DAL,QB,31,8,8,185,286,1978,11,8,13,54,4.15,1,0,0,0,,0,4,1,1,,,117,116.5,128.5,124.5,,32,
122,Ray Davis,0,BUF,RB,25,17,0,0,0,0,0,0,113,442,3.91,3,19,17,189,11.12,3,0,0,6,,,99,116.1,122.1,107.6,,35,
117,Jordan Mason,232,SFO,RB,25,12,6,0,0,0,0,0,153,789,5.16,3,14,11,91,8.27,0,3,1,3,,,104,115,119,109.5,,33,
152,Tyjae Spears,126,TEN,RB,23,12,1,0,0,0,0,0,84,312,3.71,4,35,30,224,7.47,1,1,0,5,,,84,113.6,119.6,98.6,,44,
199,Chigoziem Okonkwo,198,TEN,TE,25,17,11,0,0,0,0,0,1,17,17,0,70,52,479,9.21,2,2,1,2,1,,62,113.6,117.6,87.6,,26,
177,Noah Gray,230,KAN,TE,25,17,10,0,0,0,0,0,1,-4,-4,0,49,40,437,10.93,5,0,0,5,,,73,113.3,116.3,93.3,,19,
190,Olamide Zaccheaus,285,WAS,WR,27,17,6,0,0,0,0,0,1,8,8,0,64,45,506,11.24,3,3,1,3,,,67,112.4,116.4,89.9,,77,
154,Keon Coleman,0,BUF,WR,21,13,12,0,0,0,0,0,1,9,9,0,57,29,556,19.17,4,0,0,4,1,,83,111.5,114.5,97,,60,
183,Dontayvion Wicks,145,GNB,WR,23,17,5,0,0,0,0,0,0,0,,0,76,39,415,10.64,5,0,0,5,,,72,110.5,113.5,91,,73,
204,Will Dissly,319,LAC,TE,28,15,8,0,0,0,0,0,0,0,,0,64,50,481,9.62,2,0,0,2,,,60,110.1,113.1,85.1,,27,
186,Darius Slayton,128,NYG,WR,27,16,13,0,0,0,0,0,2,17,8.5,0,71,39,573,14.69,2,1,0,2,,,71,110,113,90.5,,74,
112,Cooper Rush,473,DAL,QB,31,12,8,187,308,1844,12,5,26,18,0.69,0,0,0,0,,0,9,3,0,,1,110,109.6,120.6,114.6,,33,
196,Austin Hooper,322,NWE,TE,30,17,8,0,0,0,0,0,0,0,,0,59,45,476,10.58,3,2,1,3,,,64,108.6,112.6,86.1,,24,
188,Josh Palmer,174,LAC,WR,25,15,7,0,0,0,0,0,0,0,,0,65,39,584,14.97,1,0,0,1,2,,68,107.4,110.4,87.9,,75,
193,Devaughn Vele,0,DEN,WR,27,13,7,0,0,0,0,0,0,0,,0,55,41,475,11.59,3,0,0,3,,,66,106.5,109.5,86,,79,
131,Tyler Allgeier,108,ATL,RB,24,17,0,0,0,0,0,0,137,644,4.7,3,13,13,88,6.77,0,0,0,3,1,,93,106.2,109.2,99.7,,38,
173,Christian Watson,166,GNB,WR,25,15,15,0,0,0,0,0,4,23,5.75,0,53,29,620,21.38,2,1,1,2,1,,76,105.3,109.3,90.8,,67,
234,Jake Ferguson,48,DAL,TE,25,14,14,0,0,0,0,0,0,0,,0,86,59,494,8.37,0,4,2,0,,,45,104.4,109.4,74.9,,34,
181,KaVontae Turpin,221,DAL,WR,28,17,2,0,0,0,0,0,16,92,5.75,0,52,31,420,13.55,2,3,1,4,,,73,104.2,108.2,88.7,,71,
214,Noah Fant,236,SEA,TE,27,14,9,0,0,0,0,0,0,0,,0,64,48,500,10.42,1,0,0,1,,,56,104,107,80,,29,
198,Dallas Goedert,152,PHI,TE,29,10,10,0,0,0,0,0,0,0,,0,52,42,496,11.81,2,2,0,2,,,62,103.6,106.6,82.6,,25,
159,Antonio Gibson,149,NWE,RB,26,17,3,0,0,0,0,0,120,538,4.48,1,29,23,206,8.96,0,2,0,1,,,80,103.4,109.4,91.9,,45,
185,Foster Moreau,309,NOR,TE,27,17,17,0,0,0,0,0,0,0,,0,43,32,413,12.91,5,0,0,5,,,71,103.3,106.3,87.3,,21,
175,Jalen Nailor,471,MIN,WR,25,17,7,0,0,0,0,0,3,-4,-1.33,0,42,28,414,14.79,6,1,1,6,,,75,103,107,89,,69,
166,Taysom Hill,41,NOR,TE,34,8,8,2,4,21,0,1,39,278,7.13,6,31,23,187,8.13,0,1,1,6,,,79,102.3,110.3,91.8,,16,
213,Dalton Kincaid,153,BUF,TE,25,13,9,0,0,0,0,0,0,0,,0,75,44,448,10.18,2,1,0,2,,,57,100.8,103.8,78.8,,28,
123,Joe Flacco,127,IND,QB,39,8,6,162,248,1761,12,7,9,26,2.89,0,0,0,0,,0,4,4,0,,,99,99,113,106,,34,
212,Tutu Atwell,160,LAR,WR,25,17,5,0,1,0,0,0,2,7,3.5,0,62,42,562,13.38,0,0,0,0,,,57,98.9,101.9,77.9,,86,
187,Mack Hollins,303,BUF,WR,31,17,13,0,0,0,0,0,0,0,,0,50,31,378,12.19,5,0,0,5,,,68,98.8,101.8,83.3,,76,
180,Jaleel McLaughlin,157,DEN,RB,24,16,5,0,0,0,0,0,113,496,4.39,1,27,24,76,3.17,2,1,1,3,,,73,97.2,101.2,85.2,,50,
195,Parker Washington,325,JAX,WR,22,17,7,0,0,0,0,0,0,0,,0,51,32,390,12.19,3,2,0,4,1,,65,97,100,81,,80,
172,Devin Singletary,96,NYG,RB,27,15,5,0,0,0,0,0,113,437,3.87,4,24,21,119,5.67,0,2,2,4,,,76,96.6,104.6,86.1,,48,
129,Gardner Minshew II,85,LVR,QB,28,10,9,203,306,2013,9,10,19,58,3.05,0,0,0,0,,0,6,4,0,,1,96,96.3,113.3,106.3,,35,
128,Mac Jones,118,JAX,QB,26,10,7,171,262,1672,8,8,28,92,3.29,1,0,0,0,,0,2,2,1,,1,96,96.1,109.1,104.1,,36,
149,Emanuel Wilson,402,GNB,RB,25,17,0,0,0,0,0,0,103,502,4.87,4,14,11,48,4.36,1,0,0,5,,,85,96,99,90.5,,43,
130,Mason Rudolph,240,TEN,QB,29,8,5,146,228,1530,9,9,25,106,4.24,1,0,0,0,,0,5,1,1,,1,96,95.8,111.8,104.8,,37,
164,Isaac Guerendo,0,SFO,RB,24,16,3,0,0,0,0,0,84,420,5,4,16,15,152,10.13,0,3,1,4,,,79,94.2,101.2,86.7,,47,
132,Aidan O'Connell,105,LVR,QB,26,9,7,154,243,1612,8,4,21,30,1.43,1,0,0,0,,0,2,2,1,,,93,93.5,102.5,97.5,,38,
197,Ricky Pearsall,0,SFO,WR,24,11,4,0,1,0,0,0,3,45,15,0,46,31,400,12.9,3,0,0,3,,,63,93.5,96.5,78,,81,
161,Cam Akers,255,2TM,RB,25,17,2,0,0,0,0,0,104,444,4.27,2,18,14,68,4.86,3,1,1,5,,,79,93.2,97.2,86.2,,46,
200,Jalen Coker,0,CAR,WR,23,11,4,1,1,19,0,0,0,0,,0,46,32,478,14.94,2,0,0,2,,,61,92.6,95.6,76.6,,82,
210,Tim Patrick,0,DET,WR,31,16,9,0,0,0,0,0,0,0,,0,44,33,394,11.94,3,0,0,3,1,,59,92.4,95.4,75.9,,85,
176,Ty Johnson,305,BUF,RB,27,17,1,0,0,0,0,0,41,213,5.2,1,25,18,284,15.78,3,0,0,4,,,74,91.7,97.7,82.7,,49,
225,Brenton Strange,412,JAX,TE,24,17,10,0,0,0,0,0,0,0,,0,53,40,411,10.28,2,1,1,2,,,51,91.1,95.1,71.1,,30,
223,Jordan Akins,379,CLE,TE,32,17,6,0,0,0,0,0,0,0,,0,58,40,390,9.75,2,1,0,2,,,51,91,94,71,,31,
217,Greg Dortch,235,ARI,WR,26,17,4,0,0,0,0,0,5,31,6.2,0,50,37,342,9.24,3,3,1,3,,,53,90.3,94.3,71.8,,88,
242,Evan Engram,36,JAX,TE,30,9,9,0,0,0,0,0,0,0,,0,64,47,365,7.77,1,1,1,1,1,,43,89.5,93.5,66,,36,
215,Diontae Johnson,124,3TM,WR,28,12,8,0,0,0,0,0,2,6,3,0,67,33,375,11.36,3,0,0,3,,,56,89.1,92.1,72.6,,87,
231,T.J. Hockenson,28,MIN,TE,27,10,9,0,0,0,0,0,0,0,,0,62,41,455,11.1,0,0,0,0,,,46,86.5,89.5,66,,33,
224,Noah Brown,173,WAS,WR,28,11,9,0,0,0,0,0,0,0,,0,56,35,453,12.94,1,0,0,1,,,51,86.3,89.3,68.8,,91,
191,Braelon Allen,0,NYJ,RB,20,17,2,0,0,0,0,0,92,334,3.63,2,27,19,148,7.79,1,0,0,3,,,66,85.2,91.2,75.7,,51,
218,David Moore,365,CAR,WR,29,17,5,0,0,0,0,0,1,0,0,0,57,32,351,10.97,3,0,0,3,,,53,85.1,88.1,69.1,,89,
192,Marquez Valdes-Scantling,261,2TM,WR,30,14,8,0,0,0,0,0,1,4,4,0,44,19,411,21.63,4,0,0,4,,,66,84.5,87.5,75,,78,
209,Zack Moss,95,CIN,RB,27,8,6,0,0,0,0,0,74,242,3.27,2,27,23,187,8.13,1,2,1,3,,,59,81.9,88.9,70.4,,55,
219,Samaje Perine,170,KAN,RB,29,17,0,0,0,0,0,0,20,92,4.6,1,35,28,322,11.5,1,0,0,2,,,53,81.4,84.4,67.4,,58,
226,Cedric Tillman,324,CLE,WR,24,11,6,0,0,0,0,0,1,-5,-5,0,49,29,339,11.69,3,1,1,3,1,,51,80.4,84.4,65.9,,90,
228,Sterling Shepard,411,TAM,WR,31,14,5,0,0,0,0,0,8,69,8.63,0,51,32,334,10.44,1,0,0,1,1,,48,80.3,83.3,64.3,,92,
160,Drew Lock,278,NYG,QB,28,8,5,107,181,1071,6,5,18,133,7.39,2,0,0,0,,0,5,2,2,,1,80,80.1,93.1,85.1,,39,
206,Rashid Shaheed,116,NOR,WR,26,6,5,0,0,0,0,0,6,29,4.83,0,41,20,349,17.45,3,1,1,4,,,60,79.8,83.8,69.8,,84,
227,AJ Barner,0,SEA,TE,22,17,6,0,0,0,0,0,0,0,,0,38,30,245,8.17,4,0,0,4,,,49,78.5,81.5,63.5,,32,
250,Tyler Boyd,150,TEN,WR,30,16,8,0,1,0,0,0,1,3,3,0,57,39,390,10,0,0,0,0,,,39,78.3,81.3,58.8,,100,
203,Roschon Johnson,176,CHI,RB,23,14,0,0,0,0,0,0,55,150,2.73,6,20,16,104,6.5,0,0,0,6,,,61,77.4,83.4,69.4,,52,
220,Miles Sanders,194,CAR,RB,27,11,2,0,0,0,0,0,55,205,3.73,2,30,24,148,6.17,1,1,0,3,,,53,77.3,83.3,65.3,,59,
170,Deshaun Watson,140,CLE,QB,29,7,7,137,216,1148,5,3,31,148,4.77,1,0,0,0,,0,5,3,1,,1,77,76.7,88.7,79.7,,40,
235,Chris Olave,57,NOR,WR,24,8,8,0,0,0,0,0,1,7,7,0,44,32,400,12.5,1,1,1,1,,,45,76.7,80.7,60.7,,93,
249,Ja'Tavion Sanders,0,CAR,TE,21,16,8,0,0,0,0,0,0,0,,0,43,33,342,10.36,1,1,0,1,,,40,73.2,76.2,56.7,,37,
221,Raheem Mostert,6,MIA,RB,32,13,1,0,0,0,0,0,85,278,3.27,2,23,19,161,8.47,0,2,2,2,,,52,70.9,78.9,61.4,,60,
239,Christian Kirk,134,JAX,WR,28,8,7,0,0,0,0,0,0,0,,0,47,27,379,14.04,1,0,0,1,,,44,70.9,73.9,57.4,,94,
237,Brandin Cooks,110,DAL,WR,31,10,9,0,0,0,0,0,3,-3,-1,0,54,26,259,9.96,3,0,0,3,,,44,69.6,72.6,56.6,,95,
207,Sean Tucker,476,TAM,RB,23,17,0,0,0,0,0,0,50,308,6.16,2,12,9,109,12.11,1,1,0,3,,,60,68.7,74.7,64.2,,54,
253,Theo Johnson,0,NYG,TE,23,12,11,0,0,0,0,0,0,0,,0,43,29,331,11.41,1,0,0,1,,,39,68.1,71.1,53.6,,38,
258,Dyami Brown,317,WAS,WR,25,16,3,0,1,0,0,0,3,26,8.67,0,40,30,308,10.27,1,1,1,1,,,37,67.4,71.4,52.4,,103,
189,Spencer Rattler,0,NOR,QB,24,7,6,130,228,1317,4,5,18,146,8.11,0,0,0,0,,0,5,3,0,,,67,67.3,81.3,72.3,,41,
252,Troy Franklin,0,DEN,WR,21,16,6,0,0,0,0,0,2,8,4,0,53,28,263,9.39,2,0,0,2,,,39,67.1,70.1,53.1,,101,
240,Josh Oliver,273,MIN,TE,27,15,12,0,0,0,0,0,0,0,,0,28,22,258,11.73,3,0,0,3,,,44,65.8,68.8,54.8,,35,
266,Colby Parkinson,251,LAR,TE,25,17,9,0,0,0,0,0,0,0,,0,49,30,294,9.8,1,0,0,1,,,35,65.4,68.4,50.4,,41,
257,Kendrick Bourne,184,NWE,WR,29,12,9,0,1,0,0,0,1,6,6,0,38,28,305,10.89,1,0,0,1,,,37,65.1,68.1,51.1,,104,
245,Rashee Rice,72,KAN,WR,24,4,4,0,0,0,0,0,1,1,1,0,29,24,288,12,2,0,0,2,,,41,64.9,67.9,52.9,,96,
270,Lil'Jordan Humphrey,265,DEN,WR,26,17,7,0,0,0,0,0,0,0,,0,45,31,293,9.45,1,2,1,1,,,33,64.3,68.3,48.8,,110,
201,Gus Edwards,53,LAC,RB,29,11,6,0,0,0,0,0,101,365,3.61,4,5,3,6,2,0,0,0,4,,,61,64.1,67.1,62.6,,53,
216,Jeremy McNichols,587,WAS,RB,29,17,1,0,0,0,0,0,55,261,4.75,4,12,9,27,3,0,0,0,4,1,,55,63.8,66.8,59.3,,57,
272,Curtis Samuel,131,BUF,WR,28,14,2,0,0,0,0,0,5,14,2.8,0,46,31,253,8.16,1,0,0,1,,,33,63.7,66.7,48.2,,111,
247,Van Jefferson,334,PIT,WR,28,17,12,0,0,0,0,0,0,0,,0,40,24,276,11.5,2,0,0,2,,,40,63.6,66.6,51.6,,98,
211,Nick Chubb,340,CLE,RB,29,8,8,0,0,0,0,0,102,332,3.25,3,11,5,31,6.2,1,1,1,4,,,58,63.3,67.3,60.8,,56,
246,Justin Watson,190,KAN,WR,28,17,7,0,0,0,0,0,0,0,,0,32,22,289,13.14,2,0,0,2,,,41,62.9,65.9,51.9,,97,
229,Kenneth Gainwell,178,PHI,RB,25,17,1,0,0,0,0,0,75,290,3.87,1,22,16,116,7.25,0,0,0,1,,,47,62.6,68.6,54.6,,61,
256,Brandon Aiyuk,25,SFO,WR,26,7,7,0,0,0,0,0,0,0,,0,47,25,374,14.96,0,0,0,0,,,37,62.4,65.4,49.9,,102,
265,Tyler Johnson,432,LAR,WR,26,15,2,0,0,0,0,0,0,0,,0,41,26,291,11.19,1,0,0,1,,,35,61.1,64.1,48.1,,107,
274,Josh Whyle,369,TEN,TE,25,17,4,0,0,0,0,0,0,0,,0,37,28,248,8.86,1,0,0,1,1,,33,60.8,63.8,46.8,,43,
202,Tyler Huntley,294,MIA,QB,26,5,5,86,133,829,3,3,26,135,5.19,2,0,0,0,,0,6,2,2,,,61,60.7,71.7,63.7,,42,
262,Grant Calcaterra,454,PHI,TE,26,17,13,0,0,0,0,0,0,0,,0,30,24,298,12.42,1,0,0,1,,,36,59.8,62.8,47.8,,40,
260,Dawson Knox,268,BUF,TE,28,16,13,0,0,0,0,0,0,0,,0,33,22,311,14.14,1,0,0,1,,,37,59.1,62.1,48.1,,39,
208,Andy Dalton,313,CAR,QB,37,6,5,106,160,989,7,6,11,34,3.09,0,0,0,0,,0,2,0,0,,,59,59,68,65,,43,
254,Kyle Juszczyk,0,SFO,FB,33,17,15,0,0,0,0,0,5,26,5.2,1,31,19,200,10.53,2,1,1,3,,,39,57.6,61.6,48.1,,68,
230,Ezekiel Elliott,106,DAL,RB,29,15,2,0,0,0,0,0,74,226,3.05,3,15,12,69,5.75,0,1,1,3,,,46,57.5,61.5,51.5,,62,
286,Luke Schoonmaker,342,DAL,TE,26,17,6,0,0,0,0,0,0,0,,0,36,27,241,8.93,1,0,0,1,,,30,57.1,60.1,43.6,,46,
236,Isiah Pacheco,61,KAN,RB,25,7,6,0,0,0,0,0,83,310,3.73,1,16,12,79,6.58,0,0,0,1,,,45,56.9,59.9,50.9,,63,
263,Mike Williams,274,2TM,WR,30,18,5,0,0,0,0,0,0,0,,0,34,21,298,14.19,1,0,0,1,,,36,56.8,59.8,46.3,,105,
248,Kalif Raymond,189,DET,WR,30,12,2,0,0,0,0,0,2,0,0,0,22,17,215,12.65,2,0,0,3,,,40,56.5,59.5,48,,99,
273,Tommy Tremble,254,CAR,TE,24,12,11,0,0,0,0,0,0,0,,0,32,23,234,10.17,2,1,1,2,,,33,56.4,60.4,44.9,,42,
261,Dare Ogunbowale,421,HOU,RB,30,17,1,0,0,0,0,0,30,112,3.73,0,28,19,198,10.42,1,0,0,1,,,37,56,62,46.5,,70,
278,John Metchie,358,HOU,WR,24,13,3,0,0,0,0,0,0,0,,0,37,24,254,10.58,1,1,0,1,,,31,55.4,58.4,43.4,,112,
290,Malik Washington,0,MIA,WR,23,14,3,0,0,0,0,0,5,25,5,1,36,26,223,8.58,0,1,1,1,,,29,54.8,58.8,41.8,,117,
251,Emari Demercado,213,ARI,RB,25,13,0,0,0,0,0,0,24,223,9.29,1,20,16,104,6.5,0,0,0,1,,,39,54.7,60.7,46.7,,67,
268,Gabriel Davis,113,JAX,WR,25,10,9,0,0,0,0,0,0,0,,0,42,20,239,11.95,2,1,1,2,,,34,53.9,57.9,43.9,,109,
255,Trey Sermon,354,IND,RB,25,17,3,0,0,0,0,0,56,159,2.84,2,19,16,99,6.19,0,0,0,2,,,38,53.8,56.8,45.8,,69,
279,Adonai Mitchell,0,IND,WR,22,17,7,1,1,24,0,0,4,6,1.5,0,55,23,312,13.57,0,2,1,0,,,31,53.8,57.8,42.3,,114,
267,JuJu Smith-Schuster,271,KAN,WR,28,14,8,0,0,0,0,0,0,0,,0,26,18,231,12.83,2,0,0,2,,,35,53.1,56.1,44.1,,108,
283,Jordan Whittington,0,LAR,WR,24,15,3,0,0,0,0,0,2,12,6,0,28,22,293,13.32,0,0,0,0,,,31,52.5,55.5,41.5,,115,
222,Malik Willis,477,GNB,QB,25,7,2,40,54,550,3,0,20,138,6.9,1,0,0,0,,0,1,1,1,,,52,51.8,58.8,51.8,,44,
287,Cedrick Wilson Jr.,222,NOR,WR,29,15,4,1,1,21,1,0,0,0,,0,27,20,211,10.55,1,1,1,1,,,30,49.9,53.9,39.9,,116,
288,Elijah Higgins,328,ARI,TE,24,17,6,0,0,0,0,0,0,0,,0,24,20,172,8.6,2,0,0,2,,,29,49.2,52.2,39.2,,48,
264,Nelson Agholor,186,BAL,WR,31,14,7,0,0,0,0,0,0,0,,0,29,14,231,16.5,2,0,0,2,,,35,49.1,52.1,42.1,,106,
238,Audric Estime,0,DEN,RB,21,13,1,0,0,0,0,0,76,310,4.08,2,5,5,27,5.4,0,2,1,2,,,44,48.7,52.7,46.2,,64,
275,Nick Vannett,614,TEN,TE,31,17,10,0,0,0,0,0,0,0,,0,20,17,135,7.94,3,0,0,3,,,32,48.5,51.5,40,,44,
271,Christian McCaffrey,1,SFO,RB,28,4,4,0,0,0,0,0,50,202,4.04,0,19,15,146,9.73,0,1,1,0,,,33,47.8,54.8,40.3,,73,
282,DJ Turner,612,LVR,WR,27,12,6,0,0,0,0,0,5,33,6.6,1,29,16,158,9.88,1,1,0,2,,,31,47.1,50.1,39.1,,113,
244,Trey Benson,0,ARI,RB,21,13,1,0,0,0,0,0,63,291,4.62,1,6,6,59,9.83,0,1,0,1,,,41,47,50,44,,66,
259,Isaiah Davis,0,NYJ,RB,22,17,0,0,0,0,0,0,30,174,5.8,1,12,9,75,8.33,1,0,0,2,,,37,45.9,48.9,41.4,,71,
232,Marcus Mariota,387,WAS,QB,31,3,0,34,44,364,4,0,18,92,5.11,1,0,0,0,,0,0,0,1,,,46,45.8,48.8,45.8,,45,
233,Jacoby Brissett,316,NWE,QB,32,8,5,95,161,826,2,1,15,62,4.13,0,0,0,0,,0,4,1,0,,1,45,45.2,50.2,46.2,,46,
297,Johnny Mundt,323,MIN,TE,30,17,3,0,0,0,0,0,0,0,,0,27,19,142,7.47,2,0,0,2,,,26,45.2,48.2,35.7,,49,
299,Darnell Washington,445,PIT,TE,23,17,9,0,0,0,0,0,0,0,,0,25,19,200,10.53,1,0,0,1,,,26,45,48,35.5,,50,
269,Tyler Goodson,385,IND,RB,24,16,0,0,0,0,0,0,32,153,4.78,1,15,11,61,5.55,1,0,0,2,,,33,44.4,47.4,38.9,,72,
241,Michael Penix,0,ATL,QB,24,5,3,61,105,775,3,3,7,11,1.57,1,0,0,0,,0,2,0,1,,,44,44.1,50.1,47.1,,47,
281,Adam Trautman,248,DEN,TE,27,17,14,0,0,0,0,0,0,0,,0,22,13,188,14.46,2,0,0,2,,,31,43.8,46.8,37.3,,45,
243,Dameon Pierce,172,HOU,RB,24,11,0,0,0,0,0,0,40,293,7.33,2,4,2,2,1,0,1,0,2,,,42,43.5,46.5,42.5,,65,
284,Nate Adkins,480,DEN,TE,25,17,10,0,0,0,0,0,0,0,,0,15,14,115,8.21,3,0,0,3,,,30,43.5,46.5,36.5,,47,
276,Chris Brooks,397,GNB,RB,24,15,0,0,0,0,0,0,36,183,5.08,1,13,11,69,6.27,0,0,0,1,,,31,42.2,45.2,36.7,,74,
311,Jahan Dotson,155,PHI,WR,24,17,6,0,0,0,0,0,1,13,13,0,33,19,216,11.37,0,0,0,0,,,23,41.9,44.9,32.4,,125,
294,Derius Davis,333,LAC,WR,24,15,2,0,0,0,0,0,12,39,3.25,0,17,13,112,8.62,2,3,0,2,,,27,40.1,43.1,33.6,,118,
325,Tanner Hudson,237,CIN,TE,30,11,0,0,0,0,0,0,1,1,1,0,23,19,154,8.11,1,1,1,1,,,20,38.5,42.5,29,,54,
304,Josh Reynolds,136,2TM,WR,29,9,2,0,0,0,0,0,0,0,,0,24,13,194,14.92,1,0,0,1,,,25,38.4,41.4,31.9,,119,
340,Robert Woods,218,HOU,WR,32,15,4,0,0,0,0,0,0,0,,0,30,20,203,10.15,0,3,1,0,,,18,38.3,42.3,28.3,,130,
298,Cordarrelle Patterson,282,PIT,RB,33,13,1,0,0,0,0,0,32,135,4.22,0,14,12,80,6.67,1,1,1,1,,,26,37.5,41.5,31.5,,82,
292,Jamaal Williams,231,NOR,RB,29,14,1,0,0,0,0,0,48,164,3.42,1,11,9,57,6.33,0,0,0,1,,,28,37.1,40.1,32.6,,77,
302,Ryan Miller,589,TAM,WR,24,11,3,0,0,0,0,0,0,0,,0,20,12,128,10.67,2,0,0,2,,,25,36.8,39.8,30.8,,122,
350,Michael Mayer,228,LVR,TE,23,11,8,0,0,0,0,0,0,0,,0,32,21,156,7.43,0,0,0,0,,,16,36.6,39.6,26.1,,64,
346,Drew Sample,284,CIN,TE,28,17,15,0,0,0,0,0,1,-4,-4,0,22,20,109,5.45,1,1,0,1,,,17,36.5,39.5,26.5,,61,
305,Tylan Wallace,435,BAL,WR,25,17,0,0,0,0,0,0,0,0,,0,12,11,193,17.55,1,1,0,1,,,25,36.3,39.3,30.8,,120,
308,D'Ernest Johnson,304,JAX,RB,28,14,1,0,0,0,0,0,32,143,4.47,0,19,12,96,8,0,0,0,0,,,24,35.9,38.9,29.9,,85,
300,Michael Carter,263,ARI,RB,25,3,1,0,0,0,0,0,35,131,3.74,1,11,11,57,5.18,0,0,0,1,,,25,35.8,38.8,30.3,,83,
348,Erick All,0,CIN,TE,24,9,6,0,0,0,0,0,0,0,,0,22,20,158,7.9,0,0,0,0,,,16,35.8,38.8,25.8,,62,
306,Jalen Brooks,436,DAL,WR,24,14,1,0,0,0,0,0,0,0,,0,30,12,177,14.75,1,0,0,1,,,24,35.7,38.7,29.7,,123,
312,Trey Palmer,202,TAM,WR,23,15,3,0,0,0,0,0,0,0,,0,22,12,172,14.33,1,1,0,1,,,23,35.2,38.2,29.2,,124,
323,Pierre Strong,247,CLE,RB,26,14,0,0,0,0,0,0,26,108,4.15,0,22,14,104,7.43,0,0,0,0,,,21,35.2,41.2,28.2,,91,
