Age,Previous Rank,FantPos,Games Played,Games Started,Cmp,Att,Yds,TD,Int,Rush Att,Rush Yds,Rush TD,Tgt,Rec,Rec Yds,Rec TD,Total TD,PPR,Rank,Player
28,271,1,14,8,0,0,0,0,0,0,0,0,26,18,231,2,2,53.1,267,JuJu Smith-Schuster
24,,1,15,3,0,0,0,0,0,2,12,0,28,22,293,0,0,52.5,268,Jordan Whittington
25,477,2,7,2,40,54,550,3,0,20,138,1,0,0,0,0,1,51.8,269,Malik Willis
29,222,1,15,4,1,1,21,1,0,0,0,0,27,20,211,1,1,49.9,270,Cedrick Wilson Jr.
24,328,3,17,6,0,0,0,0,0,0,0,0,24,20,172,2,2,49.2,271,Elijah Higgins
31,186,1,14,7,0,0,0,0,0,0,0,0,29,14,231,2,2,49.1,272,Nelson Agholor
21,,0,13,1,0,0,0,0,0,76,310,2,5,5,27,0,2,48.7,273,Audric Estime
31,614,3,17,10,0,0,0,0,0,0,0,0,20,17,135,3,3,48.5,274,Nick Vannett
28,1,0,4,4,0,0,0,0,0,50,202,0,19,15,146,0,0,47.8,275,Christian McCaffrey
27,612,1,12,6,0,0,0,0,0,5,33,1,29,16,158,1,2,47.1,276,DJ Turner
21,,0,13,1,0,0,0,0,0,63,291,1,6,6,59,0,1,47,277,Trey Benson
22,,0,17,0,0,0,0,0,0,30,174,1,12,9,75,1,2,45.9,278,Isaiah Davis
31,387,2,3,0,34,44,364,4,0,18,92,1,0,0,0,0,1,45.8,279,Marcus Mariota
32,316,2,8,5,95,161,826,2,1,15,62,0,0,0,0,0,0,45.2,280,Jacoby Brissett
30,323,3,17,3,0,0,0,0,0,0,0,0,27,19,142,2,2,45.2,281,Johnny Mundt
23,445,3,17,9,0,0,0,0,0,0,0,0,25,19,200,1,1,45,282,Darnell Washington
24,385,0,16,0,0,0,0,0,0,32,153,1,15,11,61,1,2,44.4,283,Tyler Goodson
24,,2,5,3,61,105,775,3,3,7,11,1,0,0,0,0,1,44.1,284,Michael Penix
27,248,3,17,14,0,0,0,0,0,0,0,0,22,13,188,2,2,43.8,285,Adam Trautman
24,172,0,11,0,0,0,0,0,0,40,293,2,4,2,2,0,2,43.5,286,Dameon Pierce
25,480,3,17,10,0,0,0,0,0,0,0,0,15,14,115,3,3,43.5,287,Nate Adkins
24,397,0,15,0,0,0,0,0,0,36,183,1,13,11,69,0,1,42.2,288,Chris Brooks
24,155,1,17,6,0,0,0,0,0,1,13,0,33,19,216,0,0,41.9,289,Jahan Dotson
24,333,1,15,2,0,0,0,0,0,12,39,0,17,13,112,2,2,40.1,290,Derius Davis
30,237,3,11,0,0,0,0,0,0,1,1,0,23,19,154,1,1,38.5,291,Tanner Hudson
29,136,1,9,2,0,0,0,0,0,0,0,0,24,13,194,1,1,38.4,292,Josh Reynolds
32,218,1,15,4,0,0,0,0,0,0,0,0,30,20,203,0,0,38.3,293,Robert Woods
33,282,0,13,1,0,0,0,0,0,32,135,0,14,12,80,1,1,37.5,294,Cordarrelle Patterson
29,231,0,14,1,0,0,0,0,0,48,164,1,11,9,57,0,1,37.1,295,Jamaal Williams
24,589,1,11,3,0,0,0,0,0,0,0,0,20,12,128,2,2,36.8,296,Ryan Miller
23,228,3,11,8,0,0,0,0,0,0,0,0,32,21,156,0,0,36.6,297,Michael Mayer
28,284,3,17,15,0,0,0,0,0,1,-4,0,22,20,109,1,1,36.5,298,Drew Sample
25,435,1,17,0,0,0,0,0,0,0,0,0,12,11,193,1,1,36.3,299,Tylan Wallace
28,304,0,14,1,0,0,0,0,0,32,143,0,19,12,96,0,0,35.9,300,D'Ernest Johnson
25,263,0,3,1,0,0,0,0,0,35,131,1,11,11,57,0,1,35.8,301,Michael Carter
24,,3,9,6,0,0,0,0,0,0,0,0,22,20,158,0,0,35.8,302,Erick All
24,436,1,14,1,0,0,0,0,0,0,0,0,30,12,177,1,1,35.7,303,Jalen Brooks
23,202,1,15,3,0,0,0,0,0,0,0,0,22,12,172,1,1,35.2,304,Trey Palmer
26,247,0,14,0,0,0,0,0,0,26,108,0,22,14,104,0,0,35.2,305,Pierre Strong
26,370,3,17,8,0,0,0,0,0,0,0,0,16,13,100,2,2,35,306,Brock Wright
26,330,3,15,2,0,0,0,0,0,0,0,0,19,16,208,0,0,34.8,307,Stone Smartt
23,,1,17,4,0,0,0,0,0,0,0,0,24,18,168,0,0,34.8,308,Luke McCaffrey
24,438,3,16,6,0,0,0,0,0,0,0,0,14,11,115,2,2,34.5,309,Payne Durham
24,,3,15,9,0,0,0,0,0,0,0,0,22,15,133,1,1,34.3,310,Cade Stover
26,357,3,13,2,0,0,0,0,0,0,0,0,23,19,152,0,0,34.2,311,Lucas Krull
24,,0,17,1,0,0,0,0,0,58,207,0,8,7,58,0,0,33.5,312,Blake Corum
26,398,1,12,0,0,0,0,0,0,5,62,1,14,12,90,0,1,33.2,313,Mecole Hardman
25,,0,17,0,0,0,0,0,0,34,89,2,3,3,49,1,3,32.8,314,Hassan Haskins
23,,0,10,0,0,0,0,0,0,43,155,0,9,5,62,1,1,32.7,315,Kimani Vidal
31,256,3,17,13,0,0,0,0,0,0,0,0,22,12,147,1,1,32.7,316,Mo Alie-Cox
22,,1,15,7,0,0,0,0,0,1,0,0,33,12,87,2,2,32.7,317,Ja'Lynn Polk
28,147,0,11,3,0,0,0,0,0,71,232,0,8,6,54,0,0,32.6,318,D'Onta Foreman
26,229,3,17,6,0,0,0,0,0,0,0,0,31,14,182,0,0,32.2,319,Kylen Granson
23,233,1,17,6,0,0,0,0,0,2,5,0,42,17,167,0,0,32.2,320,Jonathan Mingo
29,321,1,17,2,0,0,0,0,0,0,0,0,12,7,131,1,2,32.1,321,KhaDarel Hodge
29,,1,8,0,0,0,0,0,0,0,0,0,28,12,120,1,1,32,322,Dante Pettis
24,341,1,13,1,0,0,0,0,0,0,0,0,13,10,97,2,2,31.7,323,Malik Heath
24,260,0,9,0,0,0,0,0,0,35,173,2,1,1,12,0,2,31.5,324,Chris Rodriguez
26,133,0,14,1,0,0,0,0,0,36,130,1,11,10,25,0,1,31.5,325,Khalil Herbert
29,84,2,2,1,32,47,361,2,2,9,24,2,0,0,0,0,2,30.8,326,Joshua Dobbs
26,344,0,13,1,0,0,0,0,0,39,183,1,11,3,25,0,1,29.8,327,Patrick Taylor
26,243,1,17,3,0,0,0,0,0,0,0,0,17,13,107,1,1,29.7,328,Jake Bobo
25,199,0,8,5,0,0,0,0,0,65,183,1,8,6,30,0,1,29.3,329,Zamir White
32,453,4,17,2,0,0,0,0,0,7,8,1,10,10,65,1,2,29.3,330,Michael Burton
22,269,0,6,2,0,0,0,0,0,39,148,1,8,5,33,0,1,29.1,331,Kendre Miller
24,,2,2,1,30,45,323,4,0,5,-1,0,0,0,0,0,0,28.8,332,Tanner McKee
28,562,0,15,0,0,0,0,0,0,20,69,0,12,10,59,1,1,28.8,333,Jamycal Hasty
24,367,3,17,9,0,0,0,0,0,0,0,0,28,18,105,0,0,28.5,334,Jeremy Ruckert
26,146,0,17,0,0,0,0,0,0,56,182,0,6,6,42,0,0,28.4,335,Ty Chandler
25,364,3,13,3,0,0,0,0,0,1,2,0,11,9,131,1,1,28.3,336,Charlie Kolar
24,,0,5,2,0,0,0,0,0,39,183,0,7,6,29,0,0,27.2,337,Sincere McCormick
24,,1,8,2,0,0,0,0,0,1,9,0,22,11,151,0,0,27,338,Kevin Austin
24,410,0,16,4,0,0,0,0,0,12,38,0,16,12,111,0,0,26.9,339,Hunter Luepke
23,,1,7,1,0,0,0,0,0,0,0,0,15,9,118,1,1,26.8,340,Bub Means
21,,0,15,1,0,0,0,0,0,68,249,0,6,3,8,0,0,26.7,341,Jaylen Wright
30,518,3,17,3,0,0,0,0,0,0,0,0,14,11,97,1,1,26.7,342,Eric Saubert
31,188,3,3,3,0,0,0,0,0,0,0,0,12,8,66,2,2,26.6,343,Tyler Higbee
24,292,3,17,8,0,0,0,0,0,0,0,0,17,14,125,0,0,26.5,344,Daniel Bellinger
28,,4,15,10,0,0,0,0,0,10,17,1,12,11,96,0,1,26.3,345,Alec Ingold
31,336,1,6,1,0,0,0,0,0,0,0,0,13,9,72,2,2,26.2,346,Jamison Crowder
25,590,0,11,0,0,0,0,0,0,20,70,0,18,12,71,0,0,26.1,347,Jordan Mims
26,287,3,17,6,0,0,0,0,0,0,0,0,14,9,109,1,1,25.9,348,Andrew Ogletree
26,115,2,5,1,25,42,291,2,1,9,15,1,0,0,0,0,1,25.1,349,Kenny Pickett
22,,0,17,3,0,0,0,0,0,56,183,0,11,7,26,0,0,23.9,350,Carson Steele
24,,1,11,1,0,0,0,0,0,0,0,0,26,14,99,0,0,23.9,351,Mason Tipton
24,373,1,16,3,0,0,0,0,0,0,0,0,26,12,117,0,0,23.7,352,Xavier Hutchinson
25,276,1,17,0,0,0,0,0,0,8,54,0,17,8,91,0,0,22.5,353,Bo Melton
24,584,0,17,0,0,0,0,0,0,31,172,0,4,3,22,0,0,22.4,354,Kenny McIntosh
28,368,1,17,1,0,0,0,0,0,0,0,0,9,8,83,1,1,22.3,355,Trent Sherfield
24,468,3,16,11,0,0,0,0,0,0,0,0,19,12,100,0,0,22,356,Julian Hill
25,86,2,6,1,52,85,458,2,2,9,36,0,0,0,0,0,0,21.9,357,Desmond Ridder
23,440,1,10,2,0,0,0,0,0,0,0,0,11,9,124,0,0,21.4,358,Rakim Jarrett
26,483,0,17,0,0,0,0,0,0,9,49,0,3,3,11,1,2,21,359,DeeJay Dallas
28,310,0,17,0,0,0,0,0,0,31,139,0,5,3,40,0,0,20.9,360,Craig Reynolds
35,139,2,2,0,17,22,119,3,0,3,13,0,0,0,0,0,0,20.1,361,Tyrod Taylor
33,183,2,1,1,27,41,334,2,1,2,5,0,0,0,0,0,0,19.9,362,Jimmy Garoppolo
24,,2,1,0,22,29,241,1,0,10,16,1,0,0,0,0,1,19.2,363,Joe Milton
27,,1,15,2,0,0,0,0,0,5,45,0,8,2,67,1,1,19.2,364,Ashton Dulin
27,465,1,13,1,0,0,0,0,0,4,3,0,16,11,79,0,0,19.2,365,Devin Duvernay
27,167,1,8,4,0,0,0,0,0,0,0,0,18,7,57,1,1,18.7,366,K.J. Osborn
27,356,3,17,8,0,0,0,0,0,0,0,0,17,12,67,0,0,18.7,367,Luke Farrell
25,366,0,17,0,0,0,0,0,0,22,99,0,6,5,34,0,0,18.3,368,Ronnie Rivers
25,,1,11,1,0,0,0,0,0,0,0,0,14,10,102,0,0,18.2,369,Ryan Flournoy
27,141,1,2,1,0,0,0,0,0,0,0,0,15,9,91,0,0,18.1,370,Marquise Brown
25,,3,17,0,0,0,0,0,0,0,0,0,14,9,88,0,0,17.8,371,Brevyn Spann-Ford
23,,1,7,1,0,0,0,0,0,2,6,0,9,7,41,1,1,17.7,372,Ainias Smith
26,299,3,13,3,0,0,0,0,0,0,0,0,12,9,86,0,0,17.6,373,Harrison Bryant
25,431,0,17,0,0,0,0,0,0,14,31,0,11,10,82,0,0,17.3,374,Eric Gray
30,400,4,17,6,0,0,0,0,0,0,0,0,5,3,22,1,2,17.2,375,Patrick Ricard
24,618,3,11,2,0,0,0,0,0,0,0,0,9,6,51,1,1,17.1,376,Blake Whiteheart
27,430,1,8,2,0,0,0,0,0,0,0,0,16,6,106,0,0,16.6,377,Simi Fehoko
29,227,1,11,2,0,0,0,0,0,0,0,0,11,8,84,0,0,16.4,378,Zay Jones
25,351,3,17,5,0,0,0,0,0,0,0,0,8,6,40,1,1,16,379,Connor Heyward
32,353,3,12,5,0,0,0,0,0,0,0,0,10,6,40,1,1,16,380,MyCole Pruitt
25,331,2,7,2,61,118,440,0,6,21,122,0,0,0,0,0,0,15.8,381,Dorian Thompson-Robinson
22,,0,16,1,0,0,0,0,0,30,82,0,4,4,35,0,0,15.7,382,Will Shipley
26,479,3,9,1,0,0,0,0,0,0,0,0,8,5,47,1,1,15.7,383,Kenny Yeboah
24,,1,10,1,0,0,0,0,0,0,0,0,9,6,95,0,0,15.5,384,Bryce Oliver
30,217,2,9,0,19,26,179,2,0,17,1,0,0,0,0,0,0,15.3,385,Mitchell Trubisky
31,314,3,9,2,0,0,0,0,0,0,0,0,13,8,73,0,0,15.3,386,Hayden Hurst
27,404,1,5,0,0,0,0,0,0,0,0,0,8,6,30,1,1,15,387,Parris Campbell
23,,1,16,4,0,0,0,0,0,0,0,0,15,5,38,1,1,14.8,388,Johnny Wilson
23,,1,14,1,0,0,0,0,0,0,0,0,14,4,107,0,0,14.7,389,Jermaine Burton
25,329,1,8,2,0,0,0,0,0,3,-3,0,12,7,100,0,0,14.7,390,Jalen Reagor
25,417,3,16,3,0,0,0,0,0,0,0,0,8,5,36,1,1,14.6,391,Quintin Morris
32,161,1,9,0,0,0,0,0,0,0,0,0,18,9,55,0,0,14.5,392,Odell Beckham Jr.
23,244,1,17,0,0,0,0,0,0,1,5,0,10,6,39,1,1,14.4,393,Xavier Gipson
27,362,3,17,6,0,0,0,0,0,0,0,0,13,8,84,0,0,14.4,394,John Bates
29,252,3,17,4,0,0,0,0,0,0,0,0,17,9,53,0,0,14.3,395,Durham Smythe
23,249,1,16,3,0,0,0,0,0,0,0,0,19,8,62,0,0,14.2,396,Jalin Hyatt
31,437,1,13,0,0,0,0,0,0,0,0,0,14,9,72,0,0,14.2,397,DeAndre Carter
29,246,1,17,1,0,0,0,0,0,0,0,0,10,7,71,0,0,14.1,398,Brandon Powell
30,396,2,3,0,27,50,276,1,1,3,9,0,0,0,0,0,0,13.9,399,Tim Boyle
25,,1,3,0,0,0,0,0,0,0,0,0,1,1,69,1,1,13.9,400,Tyrell Shavers
24,,3,5,0,0,0,0,0,0,0,0,0,6,5,88,0,0,13.8,401,Devin Culp
22,,3,17,2,0,0,0,0,0,0,0,0,5,5,28,1,1,13.8,402,Ben Sinnott
32,428,1,15,2,0,0,0,0,0,0,0,0,12,6,76,0,0,13.6,403,Chris Conley
30,345,1,8,0,0,0,0,0,0,0,0,0,9,7,66,0,0,13.6,404,River Cracraft
26,132,2,3,2,31,44,257,0,0,8,32,0,0,0,0,0,0,13.5,405,Tommy DeVito
31,,4,17,3,0,0,0,0,0,2,10,1,6,5,35,0,1,13.5,406,C.J. Ham
24,,1,5,2,0,0,0,0,0,0,0,0,17,7,65,0,0,13.5,407,Michael Woods II
24,539,0,17,0,0,0,0,0,0,22,102,0,3,2,11,0,0,13.3,408,Julius Chestnut
25,,2,8,1,18,39,226,1,1,11,22,0,0,0,0,0,0,13.2,409,Jake Haener
28,143,1,7,0,0,0,0,0,0,0,0,0,10,4,31,1,1,13.1,410,DJ Chark
26,580,3,17,2,0,0,0,0,0,0,0,0,9,7,60,0,0,13,411,Hunter Long
24,,2,4,1,25,41,266,0,1,11,41,0,0,0,0,0,0,12.7,412,Trey Lance
30,298,3,15,7,0,0,0,0,0,0,0,0,12,8,65,0,0,12.5,413,Pharaoh Brown
32,492,3,17,11,0,0,0,0,0,0,0,0,4,3,30,1,1,12,414,Chris Manhertz
27,581,1,1,0,0,0,0,0,0,0,0,0,2,1,49,1,1,11.9,415,Tay Martin
27,281,1,13,1,0,0,0,0,0,0,0,0,9,5,69,0,0,11.9,416,Scott Miller
27,377,1,10,1,0,0,0,0,0,0,0,0,5,5,69,0,0,11.9,417,Ben Skowronek
23,424,0,7,0,0,0,0,0,0,17,70,0,5,3,18,0,0,11.8,418,Deuce Vaughn
27,478,3,16,5,0,0,0,0,0,0,0,0,12,7,46,0,0,11.6,419,Charlie Woerner
30,196,3,17,4,0,0,0,0,0,0,0,0,13,8,36,0,0,11.6,420,Gerald Everett
27,307,0,1,0,0,0,0,0,0,4,55,1,0,0,0,0,1,11.5,421,Tony Jones
24,238,3,7,3,0,0,0,0,0,0,0,0,10,7,45,0,0,11.5,422,Luke Musgrave
25,506,3,9,5,0,0,0,0,0,0,0,0,8,7,39,0,0,10.9,423,Tucker Fisk
23,,1,15,0,0,0,0,0,0,1,7,0,6,4,80,0,0,10.7,424,Jacob Cowing
26,390,1,12,2,0,0,0,0,0,1,1,0,5,5,36,0,1,10.7,425,Laviska Shenault Jr.
29,290,0,9,0,0,0,0,0,0,16,57,0,3,3,19,0,0,10.6,426,Jeff Wilson
27,456,1,5,1,0,0,0,0,0,0,0,0,8,7,34,0,0,10.4,427,Britain Covey
25,458,3,7,1,0,0,0,0,0,0,0,0,5,5,51,0,0,10.1,428,Peyton Hendershot
25,210,0,2,0,0,0,0,0,0,13,46,0,5,3,24,0,0,10,429,Clyde Edwards-Helaire
23,355,3,15,5,0,0,0,0,0,0,0,0,13,6,39,0,0,9.9,430,Davis Allen
27,619,1,3,0,0,0,0,0,0,0,0,0,3,2,18,1,1,9.8,431,Kristian Wilkerson
23,,3,17,9,0,0,0,0,0,0,0,0,7,6,37,0,0,9.7,432,Tip Reiman
26,347,2,4,0,20,36,212,0,0,3,11,0,0,0,0,0,0,9.6,433,Davis Mills
24,,0,3,0,0,0,0,0,0,11,86,0,3,3,-2,0,0,9.4,434,Tyler Badie
23,,1,9,0,0,0,0,0,0,0,0,0,3,1,21,1,1,9.1,435,Devontez Walker
24,378,1,6,1,0,0,0,0,0,0,0,0,8,4,47,0,0,8.7,436,Tyquan Thornton
24,422,3,17,5,0,0,0,0,0,0,0,0,5,4,42,0,0,8.2,437,Ben Sims
23,,0,16,0,0,0,0,0,0,6,14,0,3,3,37,0,0,8.1,438,Sione Vaki
25,394,0,16,1,0,0,0,0,0,15,80,0,0,0,0,0,0,8,439,Raheem Blackshear
27,,2,3,1,21,33,187,0,0,1,4,0,0,0,0,0,0,7.9,440,Skylar Thompson
24,464,3,9,3,0,0,0,0,0,0,0,0,12,5,28,0,0,7.8,441,Greg Dulcich
24,,3,8,6,0,0,0,0,0,0,0,0,5,5,28,0,0,7.8,442,Cam Grandy
26,,3,8,0,0,0,0,0,0,0,0,0,2,1,7,1,1,7.7,443,E.J. Jenkins
21,,0,3,1,0,0,0,0,0,9,22,0,3,3,23,0,0,7.5,444,Jonathon Brooks
24,312,1,5,2,0,0,0,0,0,2,1,0,8,4,34,0,0,7.5,445,Treylon Burks
27,504,1,6,0,0,0,0,0,0,0,0,0,3,3,44,0,0,7.4,446,D'Wayne Eskridge
26,420,1,17,0,0,0,0,0,0,0,0,0,5,3,41,0,0,7.1,447,Tim Jones
24,375,1,7,1,0,0,0,0,0,0,0,0,6,3,41,0,0,7.1,448,Terrace Marshall Jr.
25,175,2,1,1,16,31,170,1,2,2,2,0,0,0,0,0,0,7,449,Bailey Zappe
25,335,3,10,0,0,0,0,0,0,0,0,0,8,4,29,0,0,6.9,450,Will Mallory
22,192,0,5,0,0,0,0,0,0,15,30,0,1,1,28,0,0,6.8,451,Keaton Mitchell
25,,1,5,1,0,0,0,0,0,0,0,0,6,2,48,0,0,6.8,452,Nikko Remigio
27,540,1,6,0,0,0,0,0,0,0,0,0,4,3,37,0,0,6.7,453,Dan Chisena
25,348,1,7,0,0,0,0,0,0,2,7,0,4,4,20,0,0,6.7,454,Deven Thompkins
32,,2,3,1,17,30,199,1,2,3,4,0,0,0,0,0,0,6.4,455,Brandon Allen
26,,0,5,0,0,0,0,0,0,10,44,0,3,2,0,0,0,6.4,456,J.J. Taylor
26,,1,4,0,0,0,0,0,0,0,0,0,3,2,44,0,0,6.4,457,Cody White
26,565,0,10,0,0,0,0,0,0,6,23,0,3,3,11,0,0,6.4,458,Travis Homer
27,,1,15,0,0,0,0,0,0,4,36,0,2,2,6,0,0,6.2,459,Xavier Smith
28,,1,6,1,0,0,0,0,0,0,0,0,3,3,31,0,0,6.1,460,Alex Bachman
26,515,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,461,Kene Nwangwu
25,311,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,462,Ihmir Smith-Marsette
31,283,1,12,0,0,0,0,0,0,0,0,0,7,3,30,0,0,6,463,Allen Robinson
29,,0,6,0,0,0,0,0,0,13,51,0,3,1,-2,0,0,5.9,464,Mike Boone
24,262,1,1,0,0,0,0,0,0,0,0,0,3,3,27,0,0,5.7,465,David Bell
26,374,1,8,0,0,0,0,0,0,0,0,0,1,1,5,0,1,5.5,466,Charlie Jones
22,,1,9,1,0,0,0,0,0,2,26,0,6,3,16,0,0,5.2,467,Malachi Corley
24,,1,9,0,0,0,0,0,0,0,0,0,7,3,22,0,0,5.2,468,Jamari Thrash
24,,3,12,2,0,0,0,0,0,0,0,0,4,3,21,0,0,5.1,469,Dallin Holker
26,,0,1,0,0,0,0,0,0,5,24,0,3,1,15,0,0,4.9,470,Jacob Kibodi
32,296,2,3,1,12,19,118,0,0,3,0,0,0,0,0,0,0,4.7,471,Carson Wentz
26,542,3,8,1,0,0,0,0,0,0,0,0,4,3,16,0,0,4.6,472,Tanner Conner
29,245,1,7,2,0,0,0,0,0,0,0,0,10,3,15,0,0,4.5,473,Trenton Irwin
27,429,3,15,0,0,0,0,0,0,0,0,0,3,3,14,0,0,4.4,474,Josiah Deguara
24,,0,2,0,0,0,0,0,0,6,22,0,1,1,10,0,0,4.2,475,Jermar Jefferson
24,297,1,9,0,0,0,0,0,0,0,0,0,6,2,22,0,0,4.2,476,Ronnie Bell
29,300,0,2,0,0,0,0,0,0,8,20,0,1,1,10,0,0,4,477,Dalvin Cook
23,,3,15,0,0,0,0,0,0,0,0,0,3,2,20,0,0,4,478,Jaheim Bell
26,522,1,1,0,0,0,0,0,0,0,0,0,3,2,40,0,0,4,479,Austin Trammell
26,512,1,6,0,0,0,0,0,0,0,0,0,2,2,17,0,0,3.7,480,Mason Kinsey
28,444,3,5,2,0,0,0,0,0,0,0,0,6,3,7,0,0,3.7,481,Ian Thomas
23,,0,3,0,0,0,0,0,0,13,33,0,1,0,0,0,0,3.3,482,Terrell Jennings
23,,1,8,0,0,0,0,0,0,0,0,0,1,1,23,0,0,3.3,483,Anthony Gould
25,,0,2,0,0,0,0,0,0,4,10,0,2,1,13,0,0,3.3,484,Blake Watson
22,,0,2,0,0,0,0,0,0,13,32,0,0,0,0,0,0,3.2,485,Jase McClellan
28,,3,12,1,0,0,0,0,0,0,0,0,1,1,22,0,0,3.2,486,Shane Zylstra
26,241,1,3,0,0,0,0,0,0,0,0,0,2,2,12,0,0,3.2,487,Isaiah Hodgins
23,,0,6,0,0,0,0,0,0,10,31,0,2,0,0,0,0,3.1,488,Rasheen Ali
31,180,2,4,0,3,5,28,0,0,2,20,0,0,0,0,0,0,3.1,489,Taylor Heinicke
23,,1,3,0,0,0,0,0,0,0,0,0,4,2,11,0,0,3.1,490,Grant Dubose
28,631,1,9,0,0,0,0,0,0,0,0,0,3,3,21,0,0,3.1,491,James Proche
26,460,3,11,2,0,0,0,0,0,0,0,0,3,2,10,0,0,3,492,Jack Stoll
32,,3,9,1,0,0,0,0,0,0,0,0,4,2,9,0,0,2.9,493,Eric Tomlinson
23,,0,1,0,0,0,0,0,0,6,15,0,1,1,3,0,0,2.8,494,MarShawn Lloyd
26,,2,3,0,6,9,62,0,0,5,2,0,0,0,0,0,0,2.7,495,Hendon Hooker
27,530,1,4,0,0,0,0,0,0,0,0,0,2,1,17,0,0,2.7,496,Chris Blair
24,266,3,2,1,0,0,0,0,0,0,0,0,3,2,7,0,0,2.7,497,Brevin Jordan
30,,1,2,0,0,0,0,0,0,0,0,0,1,1,16,0,0,2.6,498,Anthony Miller
23,,1,8,0,0,0,0,0,0,0,0,0,3,2,6,0,0,2.6,499,Isaiah Williams
23,,1,8,0,0,0,0,0,0,0,0,0,2,1,14,0,0,2.4,500,Casey Washington
27,523,0,4,0,0,0,0,0,0,5,22,0,0,0,0,0,0,2.2,501,Jonathan Ward
22,,1,11,1,0,0,0,0,0,0,0,0,4,1,12,0,0,2.2,502,Javon Baker
27,,3,16,0,0,0,0,0,0,0,0,0,3,1,12,0,0,2.2,503,Feleipe Franks
30,632,1,2,0,0,0,0,0,0,0,0,0,1,1,11,0,0,2.1,504,Trent Taylor
27,556,0,5,0,0,0,0,0,0,3,-1,0,1,1,11,0,0,2,505,Myles Gaskin
25,,0,5,0,0,0,0,0,0,3,10,0,1,1,-1,0,0,1.9,506,George Holani
26,207,1,3,0,0,0,0,0,0,0,0,0,1,1,9,0,0,1.9,507,Brandon Johnson
26,,1,1,0,0,0,0,0,0,0,0,0,1,1,9,0,0,1.9,508,Kendric Pryor
25,,0,1,0,0,0,0,0,0,1,3,0,1,1,6,0,0,1.9,509,Cody Schrader
24,,0,8,0,0,0,0,0,0,5,12,0,2,1,-4,0,0,1.8,510,Chris Collier
25,,0,3,0,0,0,0,0,0,6,17,0,0,0,0,0,0,1.7,511,Aaron Shampklin
24,,1,8,0,0,0,0,0,0,0,0,0,3,1,7,0,0,1.7,512,Ramel Keyton
26,,3,8,0,0,0,0,0,0,0,0,0,1,1,7,0,0,1.7,513,John Samuel Shenker
31,418,3,8,2,0,0,0,0,0,0,0,0,1,1,7,0,0,1.7,514,Geoff Swaim
24,,3,7,2,0,0,0,0,0,0,0,0,1,1,7,0,0,1.7,515,Jared Wiley
25,546,1,12,1,0,0,0,0,0,0,0,0,1,1,6,0,0,1.6,516,Jaelon Darden
27,510,1,9,0,0,0,0,0,0,0,0,0,2,1,6,0,0,1.6,517,Collin Johnson
25,,3,5,2,0,0,0,0,0,0,0,0,2,1,6,0,0,1.6,518,David Martin-Robinson
29,,1,1,0,0,0,0,0,0,0,0,0,2,1,6,0,0,1.6,519,John Ross
31,339,1,2,0,0,0,0,0,0,0,0,0,4,1,5,0,0,1.5,520,Robbie Chosen
26,,3,2,0,0,0,0,0,0,0,0,0,2,1,5,0,0,1.5,521,Zach Davidson
29,503,3,17,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1.5,522,Ross Dwelley
29,,3,3,0,0,0,0,0,0,0,0,0,3,1,5,0,0,1.5,523,Jody Fortson
23,343,1,11,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1.5,524,Tyler Scott
29,179,2,4,0,2,2,38,0,0,3,-2,0,0,0,0,0,0,1.3,525,Nick Mullens
24,507,3,9,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1.2,526,John FitzPatrick
40,416,3,17,4,0,0,0,0,0,0,0,0,2,1,2,0,0,1.2,527,Marcedes Lewis
22,,1,5,0,0,0,0,0,0,2,11,0,1,0,0,0,0,1.1,528,Kameron Johnson
26,,1,3,0,0,0,0,0,0,2,11,0,0,0,0,0,0,1.1,529,Tyreik McAllister
29,498,2,1,0,3,11,28,0,0,0,0,0,0,0,0,0,0,1.1,530,Mike White
27,433,1,3,0,0,0,0,0,0,3,11,0,1,1,8,0,0,0.9,531,Velus Jones Jr.
28,628,2,1,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0.8,532,Kyle Allen
38,,2,6,0,2,3,17,0,0,4,1,0,0,0,0,0,0,0.8,533,Josh Johnson
25,,1,2,0,0,0,0,0,0,0,0,0,1,1,-2,0,0,0.8,534,Brycen Tremayne
24,484,0,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0.7,535,Tyrion Davis-Price
27,558,4,15,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0.7,536,Reggie Gilliam
27,,2,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0.5,537,Chris Oladokun
28,289,2,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0.5,538,Jarrett Stidham
27,461,0,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0.4,539,Ke'Shawn Vaughn
26,320,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0.3,540,Darrynton Evans
25,,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.2,541,British Brooks
27,208,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.2,542,Joshua Kelley
