Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,FantPt,PPR,PreRank
23,15,0,0,0,0,0,0,0,0,,0,3,2,20,10,0,0,0,0,2,4,0
24,9,0,0,0,0,0,0,0,0,,0,6,2,22,11,0,0,0,0,2,4.2,297
27,4,0,0,0,0,0,0,0,0,,0,2,1,17,17,0,0,0,0,2,2.7,530
26,8,1,0,0,0,0,0,0,0,,0,4,3,16,5.33,0,0,0,0,2,4.6,542
22,9,1,0,0,0,0,0,2,26,13,0,6,3,16,5.33,0,1,1,0,2,5.2,0
23,8,0,0,0,0,0,0,0,0,,0,1,1,23,23,0,0,0,0,2,3.3,0
24,12,2,0,0,0,0,0,0,0,,0,4,3,21,7,0,0,0,0,2,5.1,0
29,7,2,0,0,0,0,0,0,0,,0,10,3,15,5,0,0,0,0,2,4.5,245
26,6,0,0,0,0,0,0,0,0,,0,2,2,17,8.5,0,0,0,0,2,3.7,512
23,1,0,0,0,0,0,0,6,15,2.5,0,1,1,3,3,0,0,0,0,2,2.8,0
30,2,0,0,0,0,0,0,0,0,,0,1,1,16,16,0,0,0,0,2,2.6,0
25,3,0,0,0,0,0,0,6,17,2.83,0,0,0,0,,0,0,0,0,2,1.7,0
24,9,0,0,0,0,0,0,0,0,,0,7,3,22,7.33,0,0,0,0,2,5.2,0
26,1,0,0,0,0,0,0,0,0,,0,3,2,40,20,0,1,1,0,2,4,522
27,4,0,0,0,0,0,0,5,22,4.4,0,0,0,0,,0,0,0,0,2,2.2,523
25,2,0,0,0,0,0,0,4,10,2.5,0,2,1,13,13,0,0,0,0,2,3.3,0
28,12,1,0,0,0,0,0,0,0,,0,1,1,22,22,0,0,0,0,2,3.2,0
28,1,0,1,1,19,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0.8,628
31,2,0,0,0,0,0,0,0,0,,0,4,1,5,5,0,0,0,0,1,1.5,339
22,11,1,0,0,0,0,0,0,0,,0,4,1,12,12,0,0,0,0,1,2.2,0
24,8,0,0,0,0,0,0,5,12,2.4,0,2,1,-4,-4,0,0,0,0,1,1.8,0
25,12,1,0,0,0,0,0,0,0,,0,1,1,6,6,0,0,0,0,1,1.6,546
24,1,0,0,0,0,0,0,3,7,2.33,0,0,0,0,,0,0,0,0,1,0.7,484
26,2,0,0,0,0,0,0,0,0,,0,2,1,5,5,0,0,0,0,1,1.5,0
27,15,0,0,0,0,0,0,0,0,,0,3,3,14,4.67,0,0,0,0,1,4.4,429
23,3,0,0,0,0,0,0,0,0,,0,4,2,11,5.5,0,0,0,0,1,3.1,0
29,17,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,0,0,0,1,1.5,503
29,3,0,0,0,0,0,0,0,0,,0,3,1,5,5,0,0,0,0,1,1.5,0
27,16,0,0,0,0,0,0,0,0,,0,3,1,12,12,0,0,0,0,1,2.2,0
27,5,0,0,0,0,0,0,3,-1,-0.33,0,1,1,11,11,0,0,0,0,1,2,556
27,15,0,0,0,0,0,0,3,7,2.33,0,0,0,0,,0,0,0,0,1,0.7,558
26,3,0,0,0,0,0,0,0,0,,0,2,2,12,6,0,0,0,0,1,3.2,241
25,5,0,0,0,0,0,0,3,10,3.33,0,1,1,-1,-1,0,0,0,0,1,1.9,0
26,3,0,0,0,0,0,0,0,0,,0,1,1,9,9,0,0,0,0,1,1.9,207
27,9,0,0,0,0,0,0,0,0,,0,2,1,6,6,0,0,0,0,1,1.6,510
38,6,0,2,3,17,0,0,4,1,0.25,0,0,0,0,,0,0,0,0,1,0.8,0
22,5,0,0,0,0,0,0,2,11,5.5,0,1,0,0,,0,0,0,0,1,1.1,0
24,2,1,0,0,0,0,0,0,0,,0,3,2,7,3.5,0,0,0,0,1,2.7,266
24,8,0,0,0,0,0,0,0,0,,0,3,1,7,7,0,0,0,0,1,1.7,0
25,5,2,0,0,0,0,0,0,0,,0,2,1,6,6,0,0,0,0,1,1.6,0
26,3,0,0,0,0,0,0,2,11,5.5,0,0,0,0,,0,0,0,0,1,1.1,0
29,4,0,2,2,38,0,0,3,-2,-0.67,0,0,0,0,,0,0,0,0,1,1.3,179
27,1,0,0,0,0,0,0,1,5,5,0,0,0,0,,0,1,0,0,1,0.5,0
26,1,0,0,0,0,0,0,0,0,,0,1,1,9,9,0,0,0,0,1,1.9,0
29,1,0,0,0,0,0,0,0,0,,0,2,1,6,6,0,0,0,0,1,1.6,0
25,1,0,0,0,0,0,0,1,3,3,0,1,1,6,6,0,0,0,0,1,1.9,0
23,11,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,0,0,0,1,1.5,343
26,8,0,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,1,1.7,0
28,3,0,0,0,0,0,0,4,5,1.25,0,0,0,0,,0,0,0,0,1,0.5,289
26,11,2,0,0,0,0,0,0,0,,0,3,2,10,5,0,0,0,0,1,3,460
31,8,2,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,1,1.7,418
30,2,0,0,0,0,0,0,0,0,,0,1,1,11,11,0,0,0,0,1,2.1,632
28,5,2,0,0,0,0,0,0,0,,0,6,3,7,2.33,0,0,0,0,1,3.7,444
32,9,1,0,0,0,0,0,0,0,,0,4,2,9,4.5,0,0,0,0,1,2.9,0
23,8,0,0,0,0,0,0,0,0,,0,2,1,14,14,0,0,0,0,1,2.4,0
29,1,0,3,11,28,0,0,0,0,,0,0,0,0,,0,0,0,0,1,1.1,498
24,7,2,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,1,1.7,0
23,8,0,0,0,0,0,0,0,0,,0,3,2,6,3,0,0,0,0,1,2.6,0
27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,0
24,4,0,2,2,11,0,0,6,-7,-1.17,0,0,0,0,,0,0,0,0,,-0.3,209
25,7,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,0
28,4,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,279
29,6,0,0,0,0,0,0,0,0,,0,4,0,0,,0,0,0,0,,,272
28,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,462
25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,427
25,5,0,0,0,0,0,0,1,2,2,0,0,0,0,,0,0,0,0,,0.2,0
28,3,0,0,0,0,0,0,2,-2,-1,0,0,0,0,,0,0,0,0,,-0.2,94
26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,536
23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
27,13,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,538
26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,455
24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,0
26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
31,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,372
32,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,277
26,5,0,0,0,0,0,0,3,3,1,0,0,0,0,,0,0,0,0,,0.3,320
24,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,487
25,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,552
29,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,554
27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,555
24,9,0,0,0,0,0,0,0,0,,0,1,1,2,2,0,0,0,0,,1.2,507
24,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
27,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,302
29,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,563
24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,509
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,407
24,4,0,0,0,0,0,0,1,-1,-1,0,0,0,0,,0,0,0,0,,-0.1,0
26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,469
24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
30,3,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,511
27,3,0,0,0,0,0,0,3,11,3.67,0,1,1,8,8,0,1,1,0,,0.9,433
27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
27,3,0,0,0,0,0,0,1,2,2,0,0,0,0,,0,0,0,0,,0.2,208
28,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,0
26,17,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,441
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,578
40,17,4,0,0,0,0,0,0,0,,0,2,1,2,2,0,0,0,0,,1.2,416
28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
32,4,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,583
25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,470
31,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,223
31,0,0,,,,,,,,,,,,,,,,,0,,,223
24,6,0,0,0,0,0,0,0,0,,0,3,0,0,,0,0,0,0,,,270
23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
26,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,493
27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
30,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,495
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
27,17,7,0,0,0,0,0,0,0,,0,4,0,0,,0,0,0,0,,,597
28,9,0,0,0,0,0,0,0,0,,0,3,3,21,7,0,1,1,0,,3.1,631
24,7,4,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,472
22,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
25,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,450
26,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,603
24,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
26,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,361
28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,443
28,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,381
28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,521
25,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
30,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,401
26,4,0,1,1,5,0,0,5,-4,-0.8,0,0,0,0,,0,0,0,0,,-0.2,611
29,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,496
25,2,0,0,0,0,0,0,0,0,,0,1,1,-2,-2,0,0,0,0,,0.8,0
31,7,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,392
27,3,0,0,0,0,0,0,2,4,2,0,0,0,0,,0,0,0,0,,0.4,461
26,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,615
26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,617
24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
24,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,0
25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,446
26,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
25,10,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,620
24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
26,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,622
27,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,425
23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0
25,14,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,627
24,2,0,5,14,24,0,1,1,2,2,0,0,0,0,,0,0,0,0,-1,-0.8,77
25,10,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,0,-2,-2,0
27,9,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,2,1,0,-2,-2,474
25,3,0,0,0,0,0,0,2,-4,-2,0,1,0,0,,0,1,1,0,-2,-2.4,295
25,6,0,2,2,8,0,0,7,-4,-0.57,0,0,0,0,,0,1,1,0,-2,-2.1,434
24,12,0,0,0,0,0,0,1,-5,-5,0,3,1,8,8,0,5,2,0,-4,-2.7,0
