Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,FantPt,PPR,PreRank
28,16,4,0,0,0,0,0,81,319,3.94,5,46,33,253,7.67,1,0,0,6,93,126.2,0
26,16,14,0,1,0,0,0,0,0,,0,71,44,629,14.3,5,0,0,5,93,136.9,132
23,16,2,0,0,0,0,0,101,435,4.31,4,40,28,193,6.89,1,0,0,5,93,120.8,163
21,13,5,0,0,0,0,0,145,625,4.31,2,14,11,123,11.18,1,1,1,3,91,101.8,0
23,16,9,0,0,0,0,0,4,20,5,0,98,61,631,10.34,4,1,0,4,91,152.1,0
23,16,15,0,0,0,0,0,2,-1,-0.5,0,96,50,751,15.02,3,1,1,3,91,141,104
33,15,5,0,0,0,0,0,0,0,,0,60,37,504,13.62,7,1,1,7,90,127.4,25
23,13,0,0,0,0,0,0,112,481,4.29,4,18,14,95,6.79,1,0,0,5,88,101.6,0
23,15,14,0,0,0,0,0,0,0,,0,93,62,673,10.85,3,0,0,3,87,149.3,169
22,16,8,0,0,0,0,0,4,31,7.75,0,62,41,560,13.66,4,2,2,5,87,128.1,0
27,16,0,0,0,0,0,0,101,419,4.15,5,33,23,162,7.04,0,1,1,5,86,109.1,191
27,15,9,0,0,0,0,0,0,0,,0,91,56,558,9.96,5,1,1,5,86,141.8,196
23,10,10,0,0,0,0,0,137,691,5.04,2,7,5,52,10.4,0,1,0,2,86,91.3,507
26,14,14,0,0,0,0,0,0,0,,0,93,60,613,10.22,4,0,0,4,85,145.3,55
37,15,14,0,0,0,0,0,187,653,3.49,2,19,16,89,5.56,0,1,1,2,84,100.2,148
27,15,15,0,0,0,0,0,1,1,1,0,60,44,521,11.84,5,0,0,5,84,128.2,57
26,13,6,0,0,0,0,0,0,0,,0,52,37,599,16.19,4,3,0,4,84,120.9,376
24,14,9,2,2,43,2,0,2,9,4.5,0,81,59,729,12.36,0,1,1,0,84,142.5,263
25,16,6,0,0,0,0,0,8,61,7.63,0,47,35,417,11.91,6,1,0,6,84,118.8,237
28,8,8,0,0,0,0,0,104,521,5.01,2,19,16,156,9.75,1,1,1,3,84,99.7,61
24,16,14,0,0,0,0,0,0,0,,0,89,63,615,9.76,4,1,1,4,84,146.5,523
30,10,0,0,0,0,0,0,67,274,4.09,3,33,25,192,7.68,3,0,0,6,83,107.6,161
25,15,5,0,0,0,0,0,0,0,,0,74,49,667,13.61,2,0,0,2,81,129.7,174
25,16,10,1,1,15,0,0,2,-4,-2,0,79,53,419,7.91,6,2,0,6,80,133.1,274
24,6,6,0,0,0,0,0,119,428,3.6,3,26,21,138,6.57,1,1,1,4,79,99.6,23
26,16,14,0,0,0,0,0,6,26,4.33,1,109,63,654,10.38,1,1,1,2,78,141,179
25,13,8,0,0,0,0,0,0,0,,0,67,38,539,14.18,4,0,0,4,78,115.9,559
27,8,8,0,0,0,0,0,2,17,8.5,0,63,48,634,13.21,2,0,0,2,77,125.1,16
25,16,6,0,0,0,0,0,0,0,,0,77,56,656,11.71,2,2,1,2,76,131.6,144
22,13,2,0,0,0,0,0,96,434,4.52,2,15,13,125,9.62,1,0,0,3,74,86.9,189
24,3,3,0,0,0,0,0,59,225,3.81,5,19,17,149,8.76,1,0,0,6,73,90.4,1
32,8,4,0,0,0,0,0,2,-2,-1,0,62,45,483,10.73,4,0,0,4,72,117.1,374
25,16,13,0,0,0,0,0,1,5,5,0,81,52,618,11.88,2,2,1,2,72,124.3,247
36,8,6,168,252,1582,6,8,10,3,0.3,0,0,0,0,,0,2,0,0,72,71.6,0
25,16,4,0,0,0,0,0,80,374,4.68,1,36,25,212,8.48,1,2,0,2,71,95.6,164
25,11,9,0,0,0,0,0,0,0,,0,65,46,524,11.39,3,0,0,3,70,116.4,62
25,16,1,0,0,0,0,0,100,465,4.65,1,30,25,199,7.96,0,2,1,1,70,95.4,193
25,16,7,1,1,12,1,0,10,9,0.9,0,34,30,282,9.4,5,0,0,6,70,99.6,262
23,16,5,0,0,0,0,0,3,14,4.67,0,53,33,501,15.18,3,0,0,3,70,102.5,286
28,16,1,0,0,0,0,0,93,423,4.55,3,21,17,84,4.94,0,1,0,3,69,85.7,414
23,16,9,0,0,0,0,0,2,0,0,0,55,28,511,18.25,3,0,0,3,69,97.1,565
30,10,1,0,0,0,0,0,81,356,4.4,4,20,16,93,5.81,0,1,0,4,69,84.9,71
27,12,12,0,0,0,0,0,1,6,6,0,60,30,505,16.83,3,0,0,3,69,99.1,123
22,13,7,0,0,0,0,0,0,0,,0,43,30,365,12.17,5,0,0,5,69,98.5,238
24,14,10,0,0,0,0,0,1,3,3,0,50,34,448,13.18,4,1,0,4,69,103.1,209
24,16,7,0,0,0,0,0,0,0,,0,56,30,392,13.07,5,0,0,5,69,99.2,136
27,16,14,0,0,0,0,0,2,15,7.5,0,77,47,604,12.85,1,3,0,1,68,114.9,248
23,7,6,148,241,1439,5,7,20,46,2.3,1,0,0,0,,0,6,3,1,68,68.2,153
26,13,13,0,0,0,0,0,0,0,,0,70,46,435,9.46,4,0,0,4,68,113.5,31
25,9,6,0,0,0,0,0,79,449,5.68,1,9,7,114,16.29,1,0,0,2,68,75.3,94
28,14,0,0,0,0,0,0,35,121,3.46,2,62,49,375,7.65,1,1,0,3,68,116.6,100
25,16,5,0,0,0,0,0,0,0,,0,45,31,438,14.13,4,2,1,4,66,96.8,302
25,11,2,0,0,0,0,0,91,303,3.33,3,37,29,166,5.72,0,1,0,3,65,93.9,252
25,10,9,0,0,0,0,0,2,17,8.5,0,46,33,451,13.67,3,0,0,3,65,97.8,175
22,16,3,0,0,0,0,0,111,368,3.32,4,14,10,61,6.1,0,2,1,4,65,74.9,202
28,7,7,1,1,18,0,0,3,72,24,1,43,23,319,13.87,3,0,0,4,64,86.8,101
30,9,8,0,0,0,0,0,0,0,,0,52,33,458,13.88,3,0,0,3,64,96.8,53
29,6,6,94,140,1096,7,5,10,25,2.5,0,0,0,0,,0,2,0,0,64,64.3,78
32,16,14,0,0,0,0,0,0,0,,0,104,47,523,11.13,2,0,0,2,64,111.3,0
29,16,15,0,0,0,0,0,17,64,3.76,2,29,19,202,10.63,4,1,0,6,63,81.6,0
26,16,9,0,0,0,0,0,0,0,,0,59,45,466,10.36,3,2,1,3,63,107.6,173
30,10,2,0,1,0,0,0,0,0,,0,48,38,441,11.61,3,0,0,3,62,100.1,128
31,5,5,111,179,1072,7,5,6,17,2.83,0,0,0,0,,0,2,2,0,61,60.6,452
28,13,8,0,0,0,0,0,0,0,,0,48,33,432,13.09,3,1,0,3,61,94.2,184
35,14,5,0,0,0,0,0,1,2,2,0,69,46,602,13.09,0,0,0,0,60,106.4,151
25,16,2,0,0,0,0,0,3,29,9.67,0,55,37,394,10.65,3,0,0,3,60,97.3,385
21,13,4,0,0,0,0,0,9,40,4.44,0,56,30,381,12.7,3,2,0,3,60,90.1,0
24,12,0,0,0,0,0,0,3,17,5.67,0,26,20,398,19.9,3,0,0,3,60,79.5,0
26,16,6,0,0,0,0,0,2,12,6,0,76,49,485,9.9,2,2,1,2,60,108.7,157
28,11,4,0,0,0,0,0,82,328,4,2,20,16,138,8.63,0,1,0,2,59,74.6,63
26,11,8,0,0,0,0,0,118,502,4.25,1,14,7,28,4,0,0,0,1,59,66,50
23,13,8,0,0,0,0,0,3,26,8.67,0,61,40,503,12.58,1,0,0,1,59,98.9,0
22,6,4,0,0,0,0,0,75,319,4.25,3,14,11,61,5.55,0,0,0,3,58,69,0
23,14,0,0,0,0,0,0,111,354,3.19,2,23,23,148,6.43,0,2,2,2,58,81.2,0
21,13,12,0,0,0,0,0,9,49,5.44,0,43,26,452,17.38,2,2,2,2,58,84.1,0
28,15,4,0,0,0,0,0,0,0,,0,63,40,471,11.78,2,1,1,2,57,97.1,114
23,8,7,0,0,0,0,0,0,0,,0,35,18,288,16,4,0,0,4,57,74.8,188
27,11,5,0,0,0,0,0,77,235,3.05,1,35,28,249,8.89,1,3,2,2,56,84.4,115
21,11,11,0,0,0,0,0,4,26,6.5,0,54,31,396,12.77,1,2,0,2,56,87.2,0
29,13,4,0,0,0,0,0,2,3,1.5,2,47,28,250,8.93,3,0,0,5,55,83.3,407
34,16,14,0,0,0,0,0,0,0,,0,28,21,312,14.86,4,0,0,4,55,76.2,156
35,5,4,74,134,864,6,3,6,22,3.67,0,0,0,0,,0,1,0,0,55,54.8,141
25,16,1,0,0,0,0,0,63,301,4.78,3,12,11,66,6,0,0,0,3,55,65.7,492
23,8,4,0,0,0,0,0,0,0,,0,40,33,400,12.12,3,4,3,3,54,87,276
24,16,10,0,0,0,0,0,1,5,5,0,48,32,477,14.91,1,1,0,1,54,86.2,475
23,16,2,0,0,0,0,0,52,181,3.48,2,26,19,187,9.84,1,1,1,3,53,71.8,159
27,6,2,66,104,787,6,0,6,28,4.67,0,0,0,0,,0,3,3,0,52,52.3,0
26,16,7,0,0,0,0,0,1,2,2,1,62,41,417,10.17,1,1,1,2,52,92.9,207
32,12,4,1,2,18,0,0,0,0,,0,52,35,388,11.09,2,0,0,2,52,86.5,121
26,16,2,0,0,0,0,0,94,258,2.74,4,7,4,12,3,0,0,0,4,51,55,124
24,16,13,0,0,0,0,0,0,0,,0,33,19,266,14,4,0,0,4,51,69.6,254
28,14,4,0,0,0,0,0,3,20,6.67,0,54,36,373,10.36,1,2,0,2,51,87.3,288
28,5,5,90,142,925,5,4,13,27,2.08,0,1,0,0,,0,1,1,0,50,49.7,269
27,10,9,0,1,0,0,1,1,3,3,0,55,37,421,11.38,2,1,1,2,50,87.4,137
27,15,6,0,0,0,0,0,0,0,,0,39,31,394,12.71,2,1,1,2,49,80.4,394
26,15,0,0,0,0,0,0,84,308,3.67,1,16,12,105,8.75,0,0,0,1,49,61.3,229
29,16,3,0,0,0,0,0,64,232,3.63,1,25,21,132,6.29,0,0,0,2,48,69.4,0
24,7,5,0,0,0,0,0,8,26,3.25,0,44,33,391,11.85,1,0,0,1,48,80.7,73
28,13,5,0,0,0,0,0,1,4,4,0,49,37,403,10.89,1,0,0,1,47,83.7,203
22,13,2,0,0,0,0,0,0,0,,0,35,20,349,17.45,2,0,0,2,47,66.9,0
30,15,4,0,0,0,0,0,0,0,,0,60,36,349,9.69,2,0,0,2,47,82.9,181
37,13,13,0,0,0,0,0,0,0,,0,72,54,409,7.57,1,0,0,1,47,100.9,122
31,11,9,0,0,0,0,0,72,299,4.15,2,8,6,50,8.33,0,0,0,2,47,52.9,10
23,13,1,0,0,0,0,0,54,254,4.7,1,21,16,99,6.19,1,0,0,2,47,63.3,261
30,10,1,0,0,0,0,0,0,0,,0,46,26,231,8.88,4,0,0,4,47,73.1,0
28,14,4,0,0,0,0,0,0,0,,0,31,24,345,14.38,2,0,0,2,47,70.5,588
27,5,5,0,0,0,0,0,0,0,,0,32,20,338,16.9,2,0,0,2,46,65.8,19
24,9,4,0,0,0,0,0,59,270,4.58,0,24,19,173,9.11,0,0,0,0,46,65.3,321
24,4,4,60,87,610,4,1,7,26,3.71,1,0,0,0,,0,1,1,1,45,45,92
25,16,1,0,0,0,0,0,0,0,,0,53,39,387,9.92,1,0,0,1,45,83.7,293
21,12,2,0,0,0,0,0,0,0,,0,20,14,304,21.71,2,0,0,2,44,58.4,0
27,7,5,0,0,0,0,0,1,1,1,0,55,40,438,10.95,0,0,0,0,44,83.9,7
24,16,13,0,0,0,0,0,0,0,,0,45,31,287,9.26,3,2,2,3,43,73.7,509
24,12,7,0,0,0,0,0,0,0,,0,44,24,288,12,3,2,2,3,43,66.8,212
30,11,11,0,0,0,0,0,0,0,,0,72,36,335,9.31,1,0,0,1,42,77.5,22
27,12,6,0,0,0,0,0,1,1,1,0,32,18,302,16.78,2,0,0,2,42,60.3,270
22,10,0,0,0,0,0,0,64,232,3.63,2,15,11,63,5.73,0,0,0,2,42,52.5,0
30,14,12,0,0,0,0,0,0,0,,0,33,23,251,10.91,3,1,1,3,41,64.1,0
23,14,9,0,0,0,0,0,2,0,0,0,57,33,309,9.36,2,1,1,2,41,73.9,289
27,16,5,0,0,0,0,0,0,0,,0,40,25,209,8.36,3,0,0,3,41,65.9,208
25,11,7,0,0,0,0,0,0,0,,0,35,23,394,17.13,1,2,2,1,41,64.4,334
23,14,0,0,0,0,0,0,0,0,,0,31,18,272,15.11,2,0,0,2,41,59.2,0
29,16,1,0,0,0,0,0,0,0,,0,34,28,282,10.07,2,0,0,2,40,68.2,199
22,12,2,0,0,0,0,0,34,108,3.18,2,20,17,111,6.53,1,0,0,3,40,56.9,0
25,14,0,0,0,0,0,0,63,268,4.25,1,26,17,75,4.41,0,1,0,1,40,57.3,306
25,16,2,0,0,0,0,0,0,0,,0,44,23,293,12.74,2,1,1,2,39,62.3,260
24,16,13,0,0,0,0,0,0,0,,0,53,40,349,8.73,1,1,1,1,39,78.9,471
22,15,9,0,0,0,0,0,0,0,,0,38,24,238,9.92,3,2,2,3,38,61.8,0
22,11,0,0,0,0,0,0,46,242,5.26,2,2,2,21,10.5,0,0,0,2,38,40.3,0
30,16,0,0,0,0,0,0,29,115,3.97,2,30,19,127,6.68,1,3,2,3,38,57.2,246
23,9,8,0,0,0,0,0,0,0,,0,44,23,357,15.52,0,0,0,0,38,60.7,0
32,9,0,0,0,0,0,0,55,238,4.33,1,4,3,19,6.33,1,0,0,2,38,40.7,580
24,16,12,0,0,0,0,0,0,0,,0,29,24,251,10.46,2,0,0,2,37,61.1,214
31,12,12,0,0,0,0,0,0,0,,0,37,28,334,11.93,1,1,1,1,37,65.4,160
25,16,0,0,0,0,0,0,39,169,4.33,1,26,18,116,6.44,0,0,0,1,37,54.5,210
34,6,1,2,2,38,0,0,2,22,11,0,39,21,315,15,0,0,0,0,35,56.2,42
27,7,1,0,0,0,0,0,0,0,,0,35,23,228,9.91,2,0,0,2,35,57.8,219
25,16,0,2,2,23,1,0,3,-12,-4,0,28,17,189,11.12,2,0,0,2,35,51.6,448
24,13,2,0,0,0,0,0,1,-6,-6,0,35,21,224,10.67,2,1,0,2,34,54.8,297
21,16,9,0,0,0,0,0,1,-3,-3,0,44,28,243,8.68,2,1,1,2,34,62,0
23,13,5,0,0,0,0,0,0,0,,0,20,10,159,15.9,3,0,0,3,34,43.9,0
25,12,1,0,0,0,0,0,59,254,4.31,0,10,9,96,10.67,0,2,1,0,33,42,146
23,16,3,0,0,0,0,0,4,70,17.5,0,26,20,201,10.05,0,0,0,1,33,53.1,0
24,13,5,0,0,0,0,0,0,0,,0,29,19,213,11.21,2,0,0,2,33,52.3,391
26,16,5,0,0,0,0,0,0,0,,0,22,12,150,12.5,3,0,0,3,33,45,420
25,15,13,0,0,0,0,0,0,0,,0,29,26,208,8,2,0,0,2,33,58.8,421
23,11,2,0,0,0,0,0,1,0,0,0,32,20,274,13.7,1,0,0,1,33,53.4,312
25,16,0,0,0,0,0,0,47,204,4.34,1,17,12,55,4.58,0,0,0,1,32,43.9,576
27,13,0,0,0,0,0,0,22,123,5.59,1,23,19,138,7.26,0,1,0,1,32,51.1,228
24,8,0,0,0,0,0,0,29,157,5.41,2,8,6,29,4.83,0,0,0,2,31,36.6,498
25,16,9,0,0,0,0,0,0,0,,0,24,19,245,12.89,1,0,0,1,31,49.5,325
34,5,5,0,0,0,0,0,1,12,12,0,26,14,236,16.86,1,0,0,1,31,44.8,284
26,14,0,0,0,0,0,0,0,0,,0,30,20,201,10.05,2,2,1,2,30,50.1,412
27,3,1,35,64,432,3,2,6,28,4.67,0,0,0,0,,0,0,0,0,30,30.1,192
25,5,2,0,0,0,0,0,0,0,,0,24,17,236,13.88,1,0,0,1,30,46.6,0
26,7,4,0,0,0,0,0,35,60,1.71,4,1,1,-3,-3,0,1,0,4,30,30.7,125
28,10,4,0,0,0,0,0,0,0,,0,16,12,119,9.92,3,0,0,3,30,41.9,370
35,11,8,0,0,0,0,0,0,0,,0,37,24,239,9.96,1,0,0,1,30,53.9,167
23,12,2,0,0,0,0,0,1,18,18,0,37,27,265,9.81,1,4,2,1,30,57.3,158
28,5,4,0,0,0,0,0,54,172,3.19,1,10,7,58,8.29,0,0,0,1,29,36,95
22,14,3,0,0,0,0,0,0,0,,0,17,12,169,14.08,2,0,0,2,29,40.9,0
36,15,15,0,0,0,0,0,0,0,,0,17,10,107,10.7,3,0,0,3,29,38.7,323
26,13,9,0,0,0,0,0,0,0,,0,16,14,163,11.64,2,0,0,2,28,42.3,460
24,10,1,0,0,0,0,0,0,0,,0,44,28,276,9.86,0,0,0,0,28,55.6,294
23,9,2,0,0,0,0,0,6,51,8.5,0,25,20,186,9.3,1,3,1,1,28,47.7,0
31,10,2,0,0,0,0,0,0,0,,0,28,18,163,9.06,2,1,0,2,28,46.3,341
24,16,0,0,0,0,0,0,1,-1,-1,0,31,19,220,11.58,1,1,0,1,28,46.9,0
24,3,3,60,110,624,2,6,1,13,13,1,0,0,0,,0,2,0,1,28,28.3,0
27,13,3,0,0,0,0,0,0,0,,0,17,13,160,12.31,1,0,0,2,28,41,317
24,7,1,0,0,0,0,0,41,156,3.8,1,11,9,59,6.56,0,1,0,1,28,36.5,0
22,16,1,0,0,0,0,0,0,0,,0,21,13,159,12.23,2,0,0,2,28,40.9,0
26,4,1,0,0,0,0,0,0,0,,0,19,11,146,13.27,2,0,0,2,27,37.6,218
31,10,4,0,0,0,0,0,1,3,3,0,24,17,187,11,1,0,0,1,27,44,180
23,10,4,1,2,32,0,0,9,32,3.56,0,37,28,211,7.54,0,0,0,0,26,53.6,0
26,11,3,0,0,0,0,0,0,0,,0,28,14,255,18.21,0,0,0,0,26,39.5,249
27,1,0,17,28,226,1,1,9,88,9.78,1,0,0,0,,0,0,0,1,26,25.8,143
23,16,2,0,0,0,0,0,0,0,,0,9,7,140,20,2,0,0,2,26,33,227
28,15,13,0,0,0,0,0,0,0,,0,38,28,262,9.36,0,0,0,0,26,54.2,290
23,14,1,0,0,0,0,0,27,97,3.59,1,11,7,65,9.29,1,0,1,2,26,33.2,318
25,16,2,0,0,0,0,0,0,0,,0,26,19,194,10.21,1,1,0,1,25,44.4,426
22,12,3,0,0,0,0,0,0,0,,0,15,11,193,17.55,1,0,0,1,25,36.3,0
24,16,0,0,0,0,0,0,35,170,4.86,0,13,12,81,6.75,0,0,0,0,25,37.1,130
26,16,7,0,0,0,0,0,0,0,,0,22,14,129,9.21,2,0,0,2,25,38.9,365
24,8,0,0,0,0,0,0,39,148,3.79,1,8,7,33,4.71,0,1,0,1,24,31.1,0
35,3,1,28,38,248,2,0,7,-2,-0.29,1,0,0,0,,0,2,0,1,24,23.7,0
22,9,0,0,0,0,0,0,25,88,3.52,0,10,9,90,10,1,0,0,1,24,32.8,344
27,9,9,0,0,0,0,0,0,0,,0,17,14,113,8.07,2,0,0,2,23,37.3,235
25,16,2,1,1,29,0,0,0,0,,0,20,14,154,11,1,0,0,1,23,36.6,322
28,11,4,0,0,0,0,0,0,0,,0,8,5,49,9.8,2,0,0,3,23,27.9,358
30,8,0,0,0,0,0,0,7,20,2.86,0,23,20,146,7.3,1,0,0,1,23,42.6,213
23,15,6,0,0,0,0,0,0,0,,0,16,15,171,11.4,1,0,0,1,23,38.1,0
27,16,0,0,0,0,0,0,8,42,5.25,0,9,8,58,7.25,2,0,0,2,22,30,308
27,16,2,0,0,0,0,0,0,0,,0,25,16,176,11,1,1,1,1,22,37.6,368
28,11,0,2,8,17,0,0,17,19,1.12,3,0,0,0,,0,0,0,3,21,20.6,87
22,11,3,0,0,0,0,0,0,0,,0,27,21,213,10.14,0,0,0,0,21,42.3,0
23,16,3,0,0,0,0,0,0,0,,0,19,14,189,13.5,0,0,0,0,21,34.9,223
24,13,2,0,0,0,0,0,5,23,4.6,0,5,5,62,12.4,1,1,0,2,21,25.5,520
24,16,8,0,0,0,0,0,0,0,,0,31,20,145,7.25,1,1,0,1,21,40.5,335
26,3,1,0,0,0,0,0,18,77,4.28,2,2,1,4,4,0,0,0,2,20,21.1,0
26,14,2,0,0,0,0,0,32,145,4.53,0,20,10,54,5.4,0,0,0,0,20,29.9,250
28,10,0,0,0,0,0,0,0,0,,0,19,11,144,13.09,1,0,0,1,20,31.4,150
23,1,0,0,0,0,0,0,12,63,5.25,2,1,1,20,20,0,0,0,2,20,21.3,0
26,5,1,17,32,164,1,2,11,66,6,1,0,0,0,,0,0,0,1,19,19.2,303
24,13,4,0,0,0,0,0,1,1,1,0,29,10,167,16.7,0,0,0,0,19,28.8,0
38,16,7,0,0,0,0,0,0,0,,0,17,13,69,5.31,2,0,0,2,19,31.9,154
23,14,6,0,1,0,0,0,3,16,5.33,0,35,27,197,7.3,0,3,1,0,19,46.3,0
25,12,1,0,0,0,0,0,4,20,5,0,13,12,100,8.33,1,1,0,1,18,30,0
27,15,11,0,0,0,0,0,5,18,3.6,0,13,8,97,12.13,1,0,0,1,18,25.5,0
25,9,0,0,0,0,0,0,0,0,,0,17,11,180,16.36,0,0,0,0,18,29,408
25,12,12,0,0,0,0,0,0,0,,0,20,13,199,15.31,0,1,1,0,18,30.9,345
30,7,2,0,0,0,0,0,0,0,,0,13,6,115,19.17,1,0,0,1,18,23.5,152
24,16,0,0,0,0,0,0,33,166,5.03,0,4,3,14,4.67,0,1,0,0,18,21,401
34,4,2,40,66,375,1,1,9,12,1.33,0,0,0,0,,0,1,1,0,18,18.2,453
22,4,0,0,0,0,0,0,0,0,,0,15,11,121,11,1,0,0,1,18,29.1,0
25,15,1,0,0,0,0,0,2,7,3.5,0,18,12,69,5.75,2,2,1,2,18,29.6,0
26,15,3,0,0,0,0,0,1,-3,-3,0,15,9,187,20.78,0,0,0,0,18,27.4,329
25,5,1,25,43,324,2,1,7,-6,-0.86,0,0,0,0,,0,0,0,0,18,18.4,116
24,12,1,0,0,0,0,0,1,7,7,0,13,7,117,16.71,1,0,0,1,18,25.4,0
23,10,0,0,0,0,0,0,26,109,4.19,0,10,5,34,6.8,1,1,1,1,18,23.3,0
24,8,0,0,0,0,0,0,0,0,,0,8,4,85,21.25,0,0,0,1,17,20.5,313
32,6,0,0,0,0,0,0,0,0,,0,11,6,47,7.83,2,0,0,2,17,22.7,0
24,16,4,0,0,0,0,0,3,4,1.33,0,17,12,110,9.17,1,0,0,1,17,29.4,377
24,8,1,0,0,0,0,0,0,0,,0,23,15,173,11.53,0,0,0,0,17,32.3,304
22,11,0,0,0,0,0,0,33,113,3.42,0,9,6,54,9,0,0,0,0,17,22.7,0
23,12,4,0,0,0,0,0,0,0,,0,37,17,167,9.82,0,0,0,0,17,33.7,526
24,12,0,0,0,0,0,0,0,0,,0,15,12,114,9.5,1,0,0,1,17,29.4,595
26,14,0,0,0,0,0,0,1,1,1,0,21,13,132,10.15,1,1,1,1,17,30.3,530
25,5,0,0,0,0,0,0,0,0,,0,7,6,49,8.17,2,0,0,2,17,22.9,311
22,6,0,0,0,0,0,0,0,0,,0,13,7,106,15.14,1,0,0,1,17,23.6,0
23,10,0,0,0,0,0,0,26,157,6.04,0,5,5,30,6,0,1,1,0,17,21.7,605
25,14,2,0,1,0,0,0,6,33,5.5,0,20,13,89,6.85,0,2,1,1,16,29.2,0
24,16,1,0,0,0,0,0,1,4,4,0,24,14,154,11,0,0,0,0,16,29.8,0
26,15,0,0,0,0,0,0,21,75,3.57,1,6,5,25,5,0,0,0,1,16,21,615
24,6,0,0,0,0,0,0,22,95,4.32,0,1,1,5,5,1,0,0,1,16,17,0
23,9,2,0,0,0,0,0,3,5,1.67,0,13,9,92,10.22,1,1,0,1,16,24.7,0
33,10,2,0,0,0,0,0,0,0,,0,6,4,35,8.75,2,0,0,2,16,19.5,403
27,15,11,0,0,0,0,0,0,0,,0,21,14,95,6.79,1,0,0,1,16,29.5,350
26,9,8,0,0,0,0,0,0,0,,0,10,8,102,12.75,1,0,0,1,16,24.2,301
24,2,0,0,0,0,0,0,12,69,5.75,0,2,2,18,9,1,0,0,1,15,16.7,314
26,12,8,0,0,0,0,0,0,0,,0,11,8,92,11.5,1,0,0,1,15,23.2,548
27,8,0,0,0,0,0,0,13,67,5.15,0,15,11,84,7.64,0,0,0,0,15,26.1,484
31,4,0,9,16,143,2,0,9,16,1.78,0,0,0,0,,0,1,0,0,15,15.3,0
29,1,1,21,38,243,1,1,3,28,9.33,0,0,0,0,,0,0,0,0,15,14.5,561
23,16,5,0,0,0,0,0,2,7,3.5,0,7,5,25,5,2,0,0,2,15,20.2,0
23,9,2,0,0,0,0,0,0,0,,0,22,14,150,10.71,0,0,0,0,15,29,186
27,2,2,0,0,0,0,0,0,0,,0,11,8,87,10.88,1,0,0,1,15,22.7,264
27,3,0,0,0,0,0,0,10,70,7,0,4,1,22,22,1,1,0,1,15,16.2,352
24,16,0,0,0,0,0,0,0,0,,0,18,13,141,10.85,0,0,0,0,14,27.1,396
22,5,0,0,0,0,0,0,14,54,3.86,0,4,2,27,13.5,1,0,0,1,14,16.1,0
25,8,0,0,0,0,0,0,0,0,,0,15,8,80,10,1,0,0,1,14,22,386
27,10,8,0,0,0,0,0,0,0,,0,12,9,83,9.22,1,0,0,1,14,23.3,422
25,15,1,0,0,0,0,0,1,9,9,0,6,5,66,13.2,1,0,0,1,14,18.5,0
25,16,0,0,0,0,0,0,11,59,5.36,1,2,2,10,5,0,0,0,1,13,14.9,224
22,7,0,0,0,0,0,0,6,46,7.67,0,10,10,79,7.9,0,0,0,0,13,22.5,0
32,10,0,0,0,0,0,0,10,31,3.1,0,19,15,101,6.73,0,0,0,0,13,28.2,133
27,6,1,0,0,0,0,0,19,101,5.32,0,6,3,27,9,0,0,0,0,13,15.8,337
25,16,0,0,0,0,0,0,3,0,0,0,9,8,67,8.38,1,0,0,1,13,20.7,518
24,5,0,22,44,256,2,3,7,7,1,0,0,0,0,,0,0,0,0,13,12.9,613
25,1,1,22,38,231,0,1,6,56,9.33,0,0,0,0,,0,0,0,0,13,12.8,0
25,3,0,0,0,0,0,0,14,74,5.29,0,9,6,41,6.83,0,0,0,0,12,17.5,140
34,4,0,29,43,264,1,2,2,16,8,0,0,0,0,,0,0,0,0,12,12.2,292
27,1,0,12,19,137,1,0,3,22,7.33,0,0,0,0,,0,0,0,0,12,11.7,0
33,5,4,0,0,0,0,0,0,0,,0,26,14,118,8.43,0,0,0,0,12,25.8,417
25,16,0,0,0,0,0,0,13,72,5.54,0,12,10,68,6.8,0,1,1,0,12,22,232
24,16,2,0,0,0,0,0,4,65,16.25,0,22,20,77,3.85,0,2,1,0,12,32.2,611
25,7,1,0,0,0,0,0,0,0,,0,6,4,76,19,1,1,1,1,12,15.6,310
27,6,0,0,0,0,0,0,15,76,5.07,0,10,8,42,5.25,0,0,0,0,12,19.8,418
27,4,1,0,0,0,0,0,31,91,2.94,0,10,5,30,6,0,0,0,0,12,17.1,139
27,16,3,0,0,0,0,0,0,0,,0,11,8,106,13.25,0,0,0,0,11,18.6,536
29,16,2,0,0,0,0,0,1,2,2,0,15,11,110,10,0,0,0,0,11,22.2,413
28,16,2,0,1,0,0,0,5,7,1.4,0,17,12,139,11.58,0,2,2,0,11,22.6,206
32,6,3,0,0,0,0,0,0,0,,0,6,3,50,16.67,1,0,0,1,11,14,363
30,14,7,0,0,0,0,0,0,0,,0,10,8,46,5.75,1,1,0,1,11,18.6,245
22,3,1,0,0,0,0,0,0,0,,0,5,3,46,15.33,1,0,0,1,11,13.6,568
24,3,1,27,40,295,2,4,5,-5,-1,0,0,0,0,,0,1,0,0,11,11.3,0
23,15,12,0,0,0,0,0,0,0,,0,21,18,112,6.22,0,1,0,0,11,29.2,234
28,11,0,0,0,0,0,0,3,19,6.33,0,6,3,26,8.67,0,2,0,1,11,13.5,495
22,6,0,0,0,0,0,0,23,110,4.78,0,2,1,4,4,0,0,0,0,11,12.4,0
